"","X","coordinateUncertaintyInMeters","occurrenceStatus","decimalLongitude","decimalLatitude"
"2976",2976,NA,"PRESENT",-996269.377474045,1557012.93217254
"2977",2977,NA,"PRESENT",-1745773.79027669,2263923.12054528
"2978",2978,NA,"PRESENT",-1751257.96538227,2259943.96045388
"2979",2979,NA,"PRESENT",-487525.824354518,686406.520959714
"2980",2980,NA,"PRESENT",-2057203.98534732,3560289.26904731
"2981",2981,NA,"PRESENT",-477854.455168671,888179.325967798
"2982",2982,NA,"PRESENT",-1223726.1073369,1858992.07434832
"2983",2983,NA,"PRESENT",-507597.294872936,774634.844391266
"2984",2984,NA,"PRESENT",-552611.728104067,836867.750989777
"2985",2985,NA,"PRESENT",-501449.424985883,829070.233309226
"2986",2986,NA,"PRESENT",-2053589.61984885,3563547.44393149
"2987",2987,NA,"PRESENT",-363646.367550764,1614456.75443732
"2988",2988,NA,"PRESENT",-388049.18237606,1605922.77776028
"2989",2989,NA,"PRESENT",-694153.294323281,1721396.52735973
"2990",2990,NA,"PRESENT",-391674.892792334,1613623.81768662
"2991",2991,NA,"PRESENT",-650388.461125271,357555.242019945
"2992",2992,NA,"PRESENT",-643568.485981525,355859.976510826
"2993",2993,NA,"PRESENT",-1308032.69417934,2092296.89933332
"2994",2994,NA,"PRESENT",-1308030.07144453,2092277.92111378
"2995",2995,NA,"PRESENT",-559967.849813691,783754.042514181
"2996",2996,NA,"PRESENT",-1287003.94129354,2075565.45141742
"2997",2997,NA,"PRESENT",-1286195.20780107,2135329.54069778
"2998",2998,NA,"PRESENT",-1286778.96831964,2139481.46959663
"2999",2999,NA,"PRESENT",-700688.527513658,316693.481163396
"3000",3000,NA,"PRESENT",-540603.47100678,597904.038613197
"3001",3001,NA,"PRESENT",-515114.551717622,773331.872709292
"3002",3002,NA,"PRESENT",-547154.432796797,605959.622897068
"3003",3003,NA,"PRESENT",-825854.710185184,1774072.5862194
"3004",3004,NA,"PRESENT",-2088553.98785957,3552093.78969483
"3005",3005,NA,"PRESENT",-555525.470096142,783259.559276936
"3006",3006,NA,"PRESENT",-562123.10988531,775096.721749278
"3007",3007,NA,"PRESENT",-528092.02032932,838378.811809988
"3008",3008,NA,"PRESENT",-526069.485487131,845393.89824008
"3009",3009,NA,"PRESENT",-2071047.25307317,3470280.52712071
"3010",3010,NA,"PRESENT",-540419.051780259,961410.289609192
"3011",3011,NA,"PRESENT",-1822206.46042481,4049742.39706402
"3012",3012,NA,"PRESENT",-960205.686223039,1581471.66329321
"3013",3013,NA,"PRESENT",-482530.863759798,999860.366832354
"3014",3014,NA,"PRESENT",-431480.270345365,939720.417865124
"3015",3015,NA,"PRESENT",-535354.941531648,1141144.70168604
"3016",3016,NA,"PRESENT",-567187.871635979,679218.342284123
"3017",3017,NA,"PRESENT",-520324.683150673,970580.29426778
"3018",3018,NA,"PRESENT",-570895.65625648,1604175.26921108
"3019",3019,NA,"PRESENT",-919770.837372666,1424550.57420005
"3020",3020,NA,"PRESENT",-1753158.14779486,2255884.15070587
"3021",3021,NA,"PRESENT",-518083.826861771,772753.551521451
"3022",3022,NA,"PRESENT",-526691.821461153,908734.556761658
"3023",3023,NA,"PRESENT",-523517.070720031,839837.747756061
"3024",3024,NA,"PRESENT",-555955.282244346,784108.069174444
"3025",3025,NA,"PRESENT",-1285771.55490109,2136586.78478336
"3026",3026,NA,"PRESENT",-1286350.97607235,2134891.31586862
"3027",3027,NA,"PRESENT",-526841.366349927,908787.104601528
"3028",3028,NA,"PRESENT",-525521.345969208,1045221.38854664
"3029",3029,NA,"PRESENT",-1806092.58462587,4088163.2065741
"3030",3030,NA,"PRESENT",-948299.565324269,1950091.3568596
"3031",3031,NA,"PRESENT",-1616922.26220466,4064591.86191234
"3032",3032,NA,"PRESENT",-461672.870933871,1610717.07592719
"3033",3033,NA,"PRESENT",-1738452.88048496,2269040.96375635
"3034",3034,NA,"PRESENT",-1750252.43439528,2259739.76416414
"3035",3035,NA,"PRESENT",-2086881.12554226,3477139.31127186
"3036",3036,NA,"PRESENT",-2057163.56191707,3472603.97102427
"3037",3037,NA,"PRESENT",-2085862.96075009,3476276.01578346
"3038",3038,NA,"PRESENT",-478472.521265983,705310.161214085
"3039",3039,NA,"PRESENT",-1613684.13630491,4069413.91098345
"3040",3040,NA,"PRESENT",-461402.2062567,1611343.46746664
"3041",3041,NA,"PRESENT",-594442.250097848,772522.192893657
"3042",3042,NA,"PRESENT",-477796.185242485,965605.23875657
"3043",3043,NA,"PRESENT",-1298291.2042396,2127445.12567451
"3044",3044,NA,"PRESENT",-1266616.99455822,2120034.1889923
"3045",3045,NA,"PRESENT",-552075.517173953,687215.943793565
"3046",3046,NA,"PRESENT",-513045.670106505,1130299.895409
"3047",3047,NA,"PRESENT",-1616790.88093216,4060498.67125989
"3048",3048,NA,"PRESENT",-468704.375067719,1612551.1677861
"3049",3049,NA,"PRESENT",-542315.931795201,818288.268176066
"3050",3050,10,"PRESENT",-1224692.97886165,1858826.66988497
"3051",3051,31438,"PRESENT",-1883833.7102012,3796951.75710912
"3052",3052,31137,"PRESENT",-1719571.64594079,2293958.68390246
"3053",3053,30396,"PRESENT",-490962.425741884,1240128.71889713
"3054",3054,29533,"PRESENT",-763775.908716542,313133.470607178
"3055",3055,31451,"PRESENT",-2089759.19429947,3462792.48311479
"3056",3056,31451,"PRESENT",-2086197.16025895,3482666.37144872
"3057",3057,31451,"PRESENT",-2087659.62828742,3468503.93038744
"3058",3058,31451,"PRESENT",-2083106.50309771,3474044.59892522
"3059",3059,NA,"PRESENT",-2172140.49760652,3125917.05688089
"3060",3060,NA,"PRESENT",-2118194.75277905,2839528.44135434
"3061",3061,NA,"PRESENT",-1718706.53197446,2258837.15904831
"3062",3062,NA,"PRESENT",-1819510.6140508,4096136.35686605
"3063",3063,NA,"PRESENT",-1872116.32709231,2495990.56616018
"3064",3064,NA,"PRESENT",-1821271.03153557,4048977.95345715
"3065",3065,NA,"PRESENT",-1327025.60828436,2091663.95400705
"3066",3066,NA,"PRESENT",-388055.169045032,1605999.39545766
"3067",3067,NA,"PRESENT",-526207.913199332,849176.690770703
"3068",3068,NA,"PRESENT",-1296023.28217802,2102542.09467374
"3069",3069,NA,"PRESENT",-2097279.36912434,3453631.42468985
"3070",3070,NA,"PRESENT",-2098100.03713433,3514481.1285433
"3071",3071,NA,"PRESENT",-1756781.08698801,2245027.67231796
"3072",3072,NA,"PRESENT",-1754865.61283737,2253528.21972808
"3073",3073,NA,"PRESENT",-1753673.16731823,2254948.4398825
"3074",3074,NA,"PRESENT",-400812.891821795,1584997.36472813
"3075",3075,NA,"PRESENT",-466301.296526534,1621973.31505669
"3076",3076,NA,"PRESENT",-468267.576467301,1641439.5999395
"3077",3077,NA,"PRESENT",-1807858.56607738,4084482.02905828
"3078",3078,NA,"PRESENT",-514668.227066033,1526943.57221377
"3079",3079,NA,"PRESENT",-480109.991149167,975982.32926683
"3080",3080,NA,"PRESENT",-477004.690976896,962090.721837882
"3081",3081,NA,"PRESENT",-481620.10407841,972355.925407642
"3082",3082,NA,"PRESENT",-482067.998120592,972715.856136911
"3083",3083,NA,"PRESENT",-1745056.46805147,2264254.4808542
"3084",3084,NA,"PRESENT",-1738452.89018445,2269089.9659321
"3085",3085,NA,"PRESENT",-501017.229697831,1126528.23758466
"3086",3086,NA,"PRESENT",-2060794.81502272,3543043.42756291
"3087",3087,NA,"PRESENT",-2057137.90994339,3472615.30266285
"3088",3088,NA,"PRESENT",-536501.996637931,732357.14756775
"3089",3089,NA,"PRESENT",-526484.606441282,847503.012580867
"3090",3090,NA,"PRESENT",-543974.657195051,602377.164545041
"3091",3091,NA,"PRESENT",-1571532.66391224,4629078.4425629
"3092",3092,NA,"PRESENT",-512720.821376437,1130661.42700267
"3093",3093,NA,"PRESENT",-477072.617774388,962570.746211447
"3094",3094,NA,"PRESENT",-479169.361805826,967789.571374151
"3095",3095,NA,"PRESENT",-478371.050856927,966552.337961786
"3096",3096,NA,"PRESENT",-474008.908852628,962155.183416758
"3097",3097,NA,"PRESENT",-477295.585528529,965003.15024687
"3098",3098,NA,"PRESENT",-525725.50942558,908741.368903838
"3099",3099,NA,"PRESENT",-2059202.44512174,3540222.65089815
"3100",3100,NA,"PRESENT",-1807858.78185697,4084495.80249046
"3101",3101,NA,"PRESENT",-712637.374349489,342008.242729392
"3102",3102,NA,"PRESENT",-1904270.18950832,2450993.39073738
"3103",3103,NA,"PRESENT",-761781.612257583,326827.091532556
"3104",3104,NA,"PRESENT",-971415.549117181,1554842.42917898
"3105",3105,NA,"PRESENT",-500918.849008485,829212.29557482
"3106",3106,NA,"PRESENT",-480562.728697828,827327.960694618
"3107",3107,NA,"PRESENT",-592633.067518051,1710508.36209824
"3108",3108,NA,"PRESENT",-1821677.79070504,4081658.58159741
"3109",3109,NA,"PRESENT",-1753068.47626708,2255243.26284715
"3110",3110,NA,"PRESENT",-654923.332963949,1091138.00348378
"3111",3111,NA,"PRESENT",-2065990.81524467,3476866.64020366
"3112",3112,NA,"PRESENT",-969856.171619477,257235.721680341
"3113",3113,NA,"PRESENT",-515744.427009235,972036.236604142
"3114",3114,NA,"PRESENT",-510105.914517673,1133608.76384554
"3115",3115,NA,"PRESENT",-559330.695858357,785391.890724251
"3116",3116,NA,"PRESENT",-542795.41982273,601233.092794842
"3117",3117,NA,"PRESENT",-539891.498237837,595372.568644601
"3118",3118,NA,"PRESENT",-1738065.14948105,2226173.85593944
"3119",3119,NA,"PRESENT",-557443.821197163,785302.979972627
"3120",3120,30649,"PRESENT",-914506.742695677,1551102.90208547
"3121",3121,31438,"PRESENT",-1897387.17263031,3796183.3984194
"3122",3122,31438,"PRESENT",-1887748.91569727,3803921.40225001
"3123",3123,31451,"PRESENT",-2078170.49077482,3561381.23460222
"3124",3124,NA,"PRESENT",-1690630.34359004,4701241.65398786
"3125",3125,NA,"PRESENT",-1685025.20910292,4699203.91562082
"3126",3126,NA,"PRESENT",-1672579.66038806,4701115.63377434
"3127",3127,NA,"PRESENT",-583117.282375656,1607093.76342435
"3128",3128,NA,"PRESENT",-1820089.51100029,4051031.57808894
"3129",3129,NA,"PRESENT",-1306179.45730118,2087071.98233346
"3130",3130,NA,"PRESENT",-543612.027525518,603313.779864865
"3131",3131,NA,"PRESENT",-1288302.35501562,2138599.45225919
"3132",3132,NA,"PRESENT",-1224515.53622003,1858792.67745526
"3133",3133,NA,"PRESENT",-2111413.36797022,3526706.41232332
"3134",3134,NA,"PRESENT",-555367.186926595,783376.306921519
"3135",3135,NA,"PRESENT",-1807102.71990133,4091671.87347428
"3136",3136,NA,"PRESENT",-1328556.430015,1892161.86143748
"3137",3137,NA,"PRESENT",-1805908.53732496,4089911.53149863
"3138",3138,NA,"PRESENT",-1913578.91778283,3805151.23309615
"3139",3139,NA,"PRESENT",-2082260.73908001,3474265.22435676
"3140",3140,NA,"PRESENT",-486246.776013589,1004714.64131818
"3141",3141,NA,"PRESENT",-920541.691234343,1547013.91172732
"3142",3142,NA,"PRESENT",-559370.002198232,783129.159696698
"3143",3143,NA,"PRESENT",-2066421.64299134,3616773.10281325
"3144",3144,NA,"PRESENT",-2068450.30615164,3616544.77459411
"3145",3145,NA,"PRESENT",-2099100.60977091,3474630.83659904
"3146",3146,NA,"PRESENT",-570902.765371071,633121.810578836
"3147",3147,NA,"PRESENT",-738092.524254431,1731130.83563989
"3148",3148,NA,"PRESENT",-1817285.58363733,4061202.4195228
"3149",3149,NA,"PRESENT",-501486.059582503,829519.396101163
"3150",3150,NA,"PRESENT",-1815709.59730862,4064318.74174721
"3151",3151,NA,"PRESENT",-1807326.66372875,4083192.80843114
"3152",3152,NA,"PRESENT",-2062948.29865524,3561494.32024926
"3153",3153,NA,"PRESENT",-2082613.2806922,3474147.59728245
"3154",3154,NA,"PRESENT",-2084089.68063858,3474743.3043812
"3155",3155,NA,"PRESENT",-1236197.01701884,1859265.65450144
"3156",3156,NA,"PRESENT",-2058302.18091164,3616979.4902937
"3157",3157,NA,"PRESENT",-761426.595330138,326305.719963711
"3158",3158,NA,"PRESENT",-719115.739167273,289487.398535413
"3159",3159,10,"PRESENT",-1751185.07810079,2250243.77007861
"3160",3160,30870,"PRESENT",-1216398.62829464,1848283.92367168
"3161",3161,31451,"PRESENT",-2078483.45264545,3484122.50929266
"3162",3162,31451,"PRESENT",-2086638.95826584,3479065.7868161
"3163",3163,NA,"PRESENT",-556340.000188012,784273.014354692
"3164",3164,NA,"PRESENT",-633808.464091035,306274.437549012
"3165",3165,NA,"PRESENT",-2086914.78614524,3477212.75793176
"3166",3166,NA,"PRESENT",-2075262.77020825,3473077.0145314
"3167",3167,NA,"PRESENT",-646975.774839384,371447.836378859
"3168",3168,NA,"PRESENT",-545604.159794554,602281.368242048
"3169",3169,NA,"PRESENT",-1819244.0250246,4051674.14056436
"3170",3170,NA,"PRESENT",-967763.526019938,267679.201331998
"3171",3171,NA,"PRESENT",-981522.849441791,260026.601031641
"3172",3172,NA,"PRESENT",-1902391.7071796,3803191.53781697
"3173",3173,NA,"PRESENT",-428913.026090998,893653.349350967
"3174",3174,NA,"PRESENT",-2084438.15897963,3478057.28989326
"3175",3175,NA,"PRESENT",-540834.725202139,474313.736382514
"3176",3176,NA,"PRESENT",-1302881.75972848,2087408.23514461
"3177",3177,NA,"PRESENT",-2099023.83701056,3474667.05698587
"3178",3178,NA,"PRESENT",-541861.343212937,597059.392732356
"3179",3179,NA,"PRESENT",-1807964.09338739,4085227.8236307
"3180",3180,NA,"PRESENT",-1755888.95845021,2254336.29889628
"3181",3181,NA,"PRESENT",-1755328.17765201,2253713.83614217
"3182",3182,NA,"PRESENT",-478379.773417835,966659.267166673
"3183",3183,NA,"PRESENT",-553778.882019658,783014.625459666
"3184",3184,NA,"PRESENT",-555999.937827677,784039.974405545
"3185",3185,NA,"PRESENT",-559255.926563333,785339.270734571
"3186",3186,NA,"PRESENT",-560010.856692025,783703.177545418
"3187",3187,NA,"PRESENT",-559452.971743352,783332.216879684
"3188",3188,NA,"PRESENT",-1502822.2495585,4306157.71307613
"3189",3189,NA,"PRESENT",-428646.11198945,1508379.53591882
"3190",3190,NA,"PRESENT",-522974.092164334,884787.50741389
"3191",3191,NA,"PRESENT",-1827140.29205683,4049860.9860343
"3192",3192,NA,"PRESENT",-549207.041912152,957371.925738621
"3193",3193,NA,"PRESENT",-524395.533791898,1227410.00816942
"3194",3194,NA,"PRESENT",-1515254.18233131,4319181.48100805
"3195",3195,NA,"PRESENT",-551099.477215274,835815.10372804
"3196",3196,NA,"PRESENT",-1251130.66778711,2098129.86019554
"3197",3197,NA,"PRESENT",-515687.273319963,1130302.3247968
"3198",3198,NA,"PRESENT",-515700.257219959,1130675.26149354
"3199",3199,NA,"PRESENT",-516728.7607256,1131234.50490769
"3200",3200,NA,"PRESENT",-516261.538770017,1131320.80617868
"3201",3201,1000,"PRESENT",-2087711.54586749,3477489.09725262
"3202",3202,96,"PRESENT",-1814678.76316611,4070516.92736766
"3203",3203,31451,"PRESENT",-2069365.20988255,3494984.6846552
"3204",3204,NA,"PRESENT",-425670.168035572,895590.719819347
"3205",3205,NA,"PRESENT",-2089948.67972522,3479632.95771836
"3206",3206,NA,"PRESENT",-1808075.92045496,4085528.59808046
"3207",3207,NA,"PRESENT",-424091.725424206,892084.243657116
"3208",3208,NA,"PRESENT",-425236.572303218,892439.038389
"3209",3209,NA,"PRESENT",-1821129.83304493,4051134.28424117
"3210",3210,NA,"PRESENT",-647717.006166097,1711922.98529153
"3211",3211,NA,"PRESENT",-508199.869716317,1064699.98092752
"3212",3212,NA,"PRESENT",-1908011.38809443,3803396.23240624
"3213",3213,NA,"PRESENT",-527893.576951755,837477.296118968
"3214",3214,NA,"PRESENT",-1818618.26717705,4079840.78701921
"3215",3215,NA,"PRESENT",-1871556.21367366,2497998.47176025
"3216",3216,52920,"PRESENT",-1919779.69854482,3771946.75339899
"3217",3217,31020,"PRESENT",-1315334.23109331,2090212.99005275
"3218",3218,31451,"PRESENT",-2079124.61595531,3464360.25383024
"3219",3219,31444,"PRESENT",-2084507.58230304,3332628.8112524
"3220",3220,31444,"PRESENT",-2089735.34105849,3332355.51959352
"3221",3221,31199,"PRESENT",-1571145.131911,4658809.5373999
"3222",3222,31451,"PRESENT",-2093109.70680923,3475500.97427633
"3223",3223,31451,"PRESENT",-2058487.68901126,3492921.60775391
"3224",3224,NA,"PRESENT",-2087742.60102535,3541273.35886834
"3225",3225,NA,"PRESENT",-425577.016626712,895651.493259352
"3226",3226,NA,"PRESENT",-429593.68379235,892004.859088874
"3227",3227,NA,"PRESENT",-432419.306096637,891000.704162376
"3228",3228,NA,"PRESENT",-1901756.86661352,3802039.22601462
"3229",3229,NA,"PRESENT",-1302865.77711763,2087405.1871737
"3230",3230,NA,"PRESENT",-555816.002934277,783984.871668734
"3231",3231,NA,"PRESENT",-980009.581159948,1546075.15659876
"3232",3232,NA,"PRESENT",-479027.867126401,968617.103221815
"3233",3233,NA,"PRESENT",-470844.707457514,960008.089734639
"3234",3234,NA,"PRESENT",-464788.2363449,1536065.15512428
"3235",3235,NA,"PRESENT",-1807348.76431367,4083817.98070318
"3236",3236,NA,"PRESENT",-363590.668220899,1614388.85882552
"3237",3237,NA,"PRESENT",-526504.322976088,924146.546382164
"3238",3238,NA,"PRESENT",-478686.810776107,1158541.68208698
"3239",3239,NA,"PRESENT",-2154771.23949811,3209297.31879077
"3240",3240,NA,"PRESENT",-363640.498164321,1614465.01018926
"3241",3241,NA,"PRESENT",-318395.588182076,1343102.15079259
"3242",3242,NA,"PRESENT",-1558246.02772333,4399380.24695321
"3243",3243,NA,"PRESENT",-498168.059474813,1097867.46745841
"3244",3244,NA,"PRESENT",-1898214.32584704,3802828.09337823
"3245",3245,NA,"PRESENT",-1659781.32467208,2195142.54757988
"3246",3246,NA,"PRESENT",-518755.844323778,771806.428642941
"3247",3247,NA,"PRESENT",-2139967.06386194,3140053.62392365
"3248",3248,30870,"PRESENT",-1247354.53886536,1855992.62803222
"3249",3249,30870,"PRESENT",-1232921.58417302,1853778.41929901
"3250",3250,25,"PRESENT",-2082134.78919205,3474294.30395955
"3251",3251,30,"PRESENT",-1224516.34276951,1858783.2502481
"3252",3252,31438,"PRESENT",-1896766.71428748,3792706.39717769
"3253",3253,30632,"PRESENT",-442061.873690328,1550292.55063509
"3254",3254,NA,"PRESENT",-825286.905441951,1804416.76189057
"3255",3255,NA,"PRESENT",-2163000.5624643,3200947.53037396
"3256",3256,NA,"PRESENT",-1815099.56113917,4064885.78936482
"3257",3257,NA,"PRESENT",-1902333.58900245,3803199.77739019
"3258",3258,NA,"PRESENT",-2080297.91862312,3495653.53847391
"3259",3259,NA,"PRESENT",-468912.770485391,952846.872888748
"3260",3260,NA,"PRESENT",-429353.705748654,1515319.52814404
"3261",3261,NA,"PRESENT",-470846.360409473,960134.756267125
"3262",3262,NA,"PRESENT",-1008125.74854589,1550477.24320272
"3263",3263,NA,"PRESENT",-1537434.77766865,4352507.36992894
"3264",3264,NA,"PRESENT",-2075702.86241937,3471222.13199344
"3265",3265,NA,"PRESENT",-514603.157594257,882004.853524604
"3266",3266,NA,"PRESENT",-589654.094333606,788960.107230527
"3267",3267,NA,"PRESENT",-540454.186995978,727979.482336225
"3268",3268,NA,"PRESENT",-535411.983666157,732093.851724037
"3269",3269,NA,"PRESENT",-548098.638248817,691144.224299675
"3270",3270,NA,"PRESENT",-2084045.32810241,3474690.58268636
"3271",3271,NA,"PRESENT",-542076.354546427,696081.224075117
"3272",3272,NA,"PRESENT",-541302.021591562,719278.9454759
"3273",3273,NA,"PRESENT",-1309217.91225567,2096415.66107825
"3274",3274,NA,"PRESENT",-528269.398014088,910380.886585212
"3275",3275,NA,"PRESENT",-528840.187349686,909726.064338038
"3276",3276,NA,"PRESENT",-1337354.04192207,1866724.33306564
"3277",3277,NA,"PRESENT",-1173986.58917432,2062419.28927501
"3278",3278,NA,"PRESENT",-2347357.14773166,3036152.62641321
"3279",3279,NA,"PRESENT",-383876.223464638,777074.747251792
"3280",3280,NA,"PRESENT",-537259.494061591,589253.091264349
"3281",3281,NA,"PRESENT",-1748390.59728042,2218087.32508811
"3282",3282,NA,"PRESENT",-515972.206658245,1110177.41033409
"3283",3283,NA,"PRESENT",-1539137.71416476,4352602.32473648
"3284",3284,NA,"PRESENT",-424349.771808248,914610.399451429
"3285",3285,NA,"PRESENT",-421448.122097588,918473.87605184
"3286",3286,30870,"PRESENT",-1233276.83110607,1853536.67767989
"3287",3287,46,"PRESENT",-1243475.67281133,1849040.69333479
"3288",3288,30870,"PRESENT",-1225737.604828,1848910.61295294
"3289",3289,30870,"PRESENT",-1215552.8606269,1845882.16738669
"3290",3290,30870,"PRESENT",-1215087.85693241,1855628.67332983
"3291",3291,30870,"PRESENT",-1227886.12811923,1848791.54800763
"3292",3292,31324,"PRESENT",-1530343.06270549,4351867.02594148
"3293",3293,30870,"PRESENT",-1227836.73338948,1859283.09147521
"3294",3294,NA,"PRESENT",-1848060.87768167,4213222.6520796
"3295",3295,NA,"PRESENT",-470996.427611175,1224556.76010833
"3296",3296,NA,"PRESENT",-480456.017104973,1220263.99804952
"3297",3297,NA,"PRESENT",-1968376.60117718,2638627.27303111
"3298",3298,NA,"PRESENT",-479488.08280441,969122.11380135
"3299",3299,NA,"PRESENT",-481619.448421259,972335.976075811
"3300",3300,NA,"PRESENT",-480124.389806057,975859.698898886
"3301",3301,NA,"PRESENT",-481150.116761802,973713.028881401
"3302",3302,NA,"PRESENT",-1839295.19556822,4077513.85202635
"3303",3303,NA,"PRESENT",-525767.187380715,914383.096890976
"3304",3304,NA,"PRESENT",-1309227.17038321,2096369.1501563
"3305",3305,NA,"PRESENT",-539699.251502717,786400.259092788
"3306",3306,NA,"PRESENT",-1239866.00228724,2065587.8666531
