"","X","coordinateUncertaintyInMeters","occurrenceStatus","decimalLongitude","decimalLatitude"
"2558",2558,NA,"PRESENT",-1918877.01191936,2692612.16557628
"2559",2559,NA,"PRESENT",-581934.656871557,1604454.32861302
"2560",2560,NA,"PRESENT",-522591.577088037,972135.864518894
"2561",2561,NA,"PRESENT",-1815289.69879656,4076491.6309477
"2562",2562,29822,"PRESENT",-546531.597355358,605789.526605546
"2563",2563,10,"PRESENT",-2075054.57129641,3470215.47570209
"2564",2564,31398,"PRESENT",-1833017.25433414,4054956.19952861
"2565",2565,NA,"PRESENT",-1751235.22667578,2249382.19889809
"2566",2566,NA,"PRESENT",-2083241.64918248,3473706.78276735
"2567",2567,NA,"PRESENT",-534416.537107931,1618190.55366935
"2568",2568,NA,"PRESENT",-649880.368090893,1655879.12247487
"2569",2569,NA,"PRESENT",-377078.338354231,1587450.09149959
"2570",2570,NA,"PRESENT",-2101264.90383398,3557918.69933512
"2571",2571,NA,"PRESENT",-969728.781288882,262375.178500406
"2572",2572,NA,"PRESENT",-959496.573144972,277439.356879109
"2573",2573,NA,"PRESENT",-2057120.37876395,3472598.50364453
"2574",2574,NA,"PRESENT",-2057134.18806289,3472617.81287433
"2575",2575,NA,"PRESENT",-1664374.90805858,2211146.48714516
"2576",2576,NA,"PRESENT",-555548.539451619,460143.767768132
"2577",2577,NA,"PRESENT",-641141.54473456,560519.675185098
"2578",2578,NA,"PRESENT",-2101091.10508572,3458288.94446889
"2579",2579,NA,"PRESENT",-1254779.21180625,1806896.7962373
"2580",2580,NA,"PRESENT",-523592.38869412,908941.094884114
"2581",2581,NA,"PRESENT",-2084934.46230754,3477872.65885399
"2582",2582,NA,"PRESENT",-2078900.91492001,3495111.63700353
"2583",2583,NA,"PRESENT",-2075735.97157916,3493284.5830561
"2584",2584,NA,"PRESENT",-1231436.05483384,1858863.87200971
"2585",2585,NA,"PRESENT",-528632.018432976,931744.178338876
"2586",2586,NA,"PRESENT",-532481.851786416,935062.289860524
"2587",2587,NA,"PRESENT",-1481239.17443125,1862815.66919232
"2588",2588,NA,"PRESENT",-607673.558114643,1090166.08055777
"2589",2589,NA,"PRESENT",-1512412.93918154,2082476.12713539
"2590",2590,NA,"PRESENT",-510726.450096413,1037105.01709123
"2591",2591,NA,"PRESENT",-1819341.61757686,4050537.08936192
"2592",2592,NA,"PRESENT",-552434.069809538,481969.536659841
"2593",2593,NA,"PRESENT",-550900.429984618,446998.663425257
"2594",2594,NA,"PRESENT",-409080.306576753,1127231.58790923
"2595",2595,NA,"PRESENT",-1340536.09087342,2091592.50851737
"2596",2596,NA,"PRESENT",-1515057.10337639,4319080.68933087
"2597",2597,NA,"PRESENT",-1286997.31890761,2132236.82404405
"2598",2598,NA,"PRESENT",-1848003.95550507,4068338.62137904
"2599",2599,NA,"PRESENT",-1517466.00308914,4312664.73122222
"2600",2600,NA,"PRESENT",-710093.892924349,316985.419658115
"2601",2601,5,"PRESENT",-2074290.62150396,3493682.91238577
"2602",2602,29822,"PRESENT",-542623.515468216,599879.199559072
"2603",2603,29822,"PRESENT",-533933.498816857,615066.288637711
"2604",2604,29822,"PRESENT",-540219.960696957,600173.711790952
"2605",2605,NA,"PRESENT",-469877.936413233,959160.98632429
"2606",2606,NA,"PRESENT",-492566.132326498,1652864.70272097
"2607",2607,NA,"PRESENT",-1756199.48212584,2254008.13529124
"2608",2608,NA,"PRESENT",-469859.892251013,959141.710698931
"2609",2609,NA,"PRESENT",-555922.05054714,784104.905519372
"2610",2610,NA,"PRESENT",-2142321.86961347,3138861.04448259
"2611",2611,NA,"PRESENT",-2075883.71549137,3472203.69413603
"2612",2612,NA,"PRESENT",-2086345.13247633,3476669.95074031
"2613",2613,NA,"PRESENT",-2173268.4941481,2807231.62780446
"2614",2614,NA,"PRESENT",-2082002.50714127,3474383.02146113
"2615",2615,NA,"PRESENT",-1814955.71920731,4064069.94834305
"2616",2616,NA,"PRESENT",-1768384.13950395,2310495.15760888
"2617",2617,NA,"PRESENT",-1768258.92524612,2308772.88483603
"2618",2618,NA,"PRESENT",-1946778.07330851,2797716.68631755
"2619",2619,NA,"PRESENT",-1747268.3506192,2262082.293905
"2620",2620,NA,"PRESENT",-1737123.23210901,2270233.51878855
"2621",2621,NA,"PRESENT",-368556.720482991,1612366.12481955
"2622",2622,NA,"PRESENT",-2073801.97183966,3493805.60295085
"2623",2623,NA,"PRESENT",-475137.449547339,1612901.88384283
"2624",2624,NA,"PRESENT",-2068360.13680881,3489874.84121266
"2625",2625,NA,"PRESENT",-882642.813584673,1338589.17765341
"2626",2626,NA,"PRESENT",-539070.732027398,592119.753939154
"2627",2627,NA,"PRESENT",-434951.992281396,933804.91490748
"2628",2628,NA,"PRESENT",-2095560.5600671,3503542.99635747
"2629",2629,NA,"PRESENT",-1762097.48959658,2326559.7866065
"2630",2630,NA,"PRESENT",-394248.351479261,1570354.89730639
"2631",2631,NA,"PRESENT",-558874.94710684,763198.431320426
"2632",2632,NA,"PRESENT",-2116880.06603497,2781187.34834641
"2633",2633,NA,"PRESENT",-1900864.70121745,3799454.53623593
"2634",2634,NA,"PRESENT",-1891565.10524032,3801018.92275405
"2635",2635,NA,"PRESENT",-1911877.3606837,3798485.09920014
"2636",2636,NA,"PRESENT",-943272.306711925,1449190.57263197
"2637",2637,NA,"PRESENT",-387048.20322993,1606313.09797396
"2638",2638,NA,"PRESENT",-385856.152145584,1607030.20519253
"2639",2639,NA,"PRESENT",-368589.444884647,1611962.4058995
"2640",2640,NA,"PRESENT",-475126.41216749,1612904.66201116
"2641",2641,NA,"PRESENT",-2089970.33472507,3479725.76629821
"2642",2642,NA,"PRESENT",-1908236.53521862,3782208.47380644
"2643",2643,NA,"PRESENT",-508648.32000471,774452.89047445
"2644",2644,NA,"PRESENT",-449931.888544148,1622409.7646653
"2645",2645,NA,"PRESENT",-449922.801254249,1622444.814578
"2646",2646,31126,"PRESENT",-1774435.22071687,2252183.49051676
"2647",2647,31451,"PRESENT",-2094451.89080893,3477099.64754773
"2648",2648,31451,"PRESENT",-2083550.72833816,3470909.18146414
"2649",2649,1000,"PRESENT",-1243173.32825761,1857889.861027
"2650",2650,25,"PRESENT",-2078635.91066178,3473993.09638221
"2651",2651,25,"PRESENT",-2086465.70196858,3477299.2946901
"2652",2652,25,"PRESENT",-2085649.85211794,3476344.16697465
"2653",2653,25,"PRESENT",-2078640.65434654,3473995.23714936
"2654",2654,25,"PRESENT",-2085648.33047159,3476344.89494848
"2655",2655,30112,"PRESENT",-415303.189088363,922159.014771041
"2656",2656,1000,"PRESENT",-2076218.46342164,3469758.59123929
"2657",2657,30154,"PRESENT",-475567.52871853,955826.034952676
"2658",2658,29775,"PRESENT",-540438.390003839,551816.893026912
"2659",2659,30112,"PRESENT",-421327.215078141,903729.99229326
"2660",2660,30175,"PRESENT",-471879.648838493,992007.098166318
"2661",2661,30112,"PRESENT",-413818.852170706,921920.608880721
"2662",2662,30112,"PRESENT",-438561.470887529,911174.501758868
"2663",2663,NA,"PRESENT",-715159.057537854,322570.004695056
"2664",2664,NA,"PRESENT",-541166.784843583,1139561.13111722
"2665",2665,NA,"PRESENT",-1310139.26321131,2100549.47516321
"2666",2666,NA,"PRESENT",-1312221.37496618,2092985.13578742
"2667",2667,NA,"PRESENT",-1314487.56149654,2106822.16795619
"2668",2668,NA,"PRESENT",-511542.260868853,1131480.68097041
"2669",2669,NA,"PRESENT",-2086894.71333739,3477137.55022977
"2670",2670,NA,"PRESENT",-1722411.82817117,2278515.28088416
"2671",2671,NA,"PRESENT",-1755146.82106154,2253793.83804177
"2672",2672,NA,"PRESENT",-1815730.20290858,4064415.95302188
"2673",2673,NA,"PRESENT",-1313130.96605291,2132434.47303822
"2674",2674,NA,"PRESENT",-1718216.02680708,2258253.16455184
"2675",2675,NA,"PRESENT",-470108.896001769,848230.130311676
"2676",2676,NA,"PRESENT",-1216634.24929232,1858249.42144362
"2677",2677,NA,"PRESENT",-1223211.79676683,1858966.67031448
"2678",2678,NA,"PRESENT",-556389.702600166,784072.434659867
"2679",2679,NA,"PRESENT",-533607.851281129,566811.379632319
"2680",2680,NA,"PRESENT",-1313325.14037611,2112020.97069531
"2681",2681,NA,"PRESENT",-1912649.5707154,3803948.21380333
"2682",2682,NA,"PRESENT",-521612.193665673,772229.232730847
"2683",2683,NA,"PRESENT",-519596.660321133,770624.872698224
"2684",2684,NA,"PRESENT",-482040.513403121,973751.038512741
"2685",2685,NA,"PRESENT",-544175.150196295,574928.524063619
"2686",2686,NA,"PRESENT",-1315105.73362905,2108003.2051852
"2687",2687,NA,"PRESENT",-559482.829772845,783485.673879227
"2688",2688,NA,"PRESENT",-2086569.88994926,3477313.34186328
"2689",2689,NA,"PRESENT",-2166563.57430001,3172342.95933508
"2690",2690,NA,"PRESENT",-1192901.14167191,1850352.53998176
"2691",2691,NA,"PRESENT",-1721448.55059574,4722625.28489167
"2692",2692,NA,"PRESENT",-1899420.21453541,3779396.74655477
"2693",2693,NA,"PRESENT",-2085510.87329469,3496440.43686875
"2694",2694,NA,"PRESENT",-543614.541073625,600859.874709378
"2695",2695,NA,"PRESENT",-530942.936305676,795849.8413448
"2696",2696,NA,"PRESENT",-2069193.54595635,3556138.83127248
"2697",2697,NA,"PRESENT",-1911830.2026024,3796739.92340093
"2698",2698,NA,"PRESENT",-544770.323282216,602056.76102275
"2699",2699,NA,"PRESENT",-542200.229439782,571281.328050477
"2700",2700,NA,"PRESENT",-2125709.57679379,3277465.44959255
"2701",2701,NA,"PRESENT",-2121902.47268632,3245925.1979534
"2702",2702,30870,"PRESENT",-1249755.74487314,1846704.88600706
"2703",2703,NA,"PRESENT",-2098298.77961961,3474701.10944405
"2704",2704,NA,"PRESENT",-1092850.89942274,2075507.91509529
"2705",2705,NA,"PRESENT",-477396.402789464,1642793.46596371
"2706",2706,NA,"PRESENT",-1323763.95143242,1901296.01618573
"2707",2707,NA,"PRESENT",-1469028.3908633,4273691.7423275
"2708",2708,NA,"PRESENT",-1766920.26516004,2213182.86564433
"2709",2709,NA,"PRESENT",-1092853.90266502,2075493.9152929
"2710",2710,NA,"PRESENT",-1287685.4024975,2138753.21579714
"2711",2711,NA,"PRESENT",-1194449.04411295,1862768.31897963
"2712",2712,NA,"PRESENT",-1595578.68547076,1897321.52587666
"2713",2713,NA,"PRESENT",-1595476.8029541,1896803.89681883
"2714",2714,NA,"PRESENT",-363673.950645592,1614468.8526864
"2715",2715,NA,"PRESENT",-477471.705633873,1642803.86946449
"2716",2716,NA,"PRESENT",-556842.00942511,784660.618217076
"2717",2717,NA,"PRESENT",-1668932.94486929,2220781.49886268
"2718",2718,NA,"PRESENT",-559372.568405749,783356.362023432
"2719",2719,NA,"PRESENT",-556438.481280706,441636.332780156
"2720",2720,NA,"PRESENT",-1286915.74171594,2131932.10157955
"2721",2721,NA,"PRESENT",-1220817.47701466,1859122.79598469
"2722",2722,NA,"PRESENT",-1798570.99118023,4039509.26366341
"2723",2723,NA,"PRESENT",-587150.04284919,458996.417330131
"2724",2724,NA,"PRESENT",-2101505.95531862,3574303.97628968
"2725",2725,NA,"PRESENT",-1824483.552008,4083638.36595731
"2726",2726,NA,"PRESENT",-1811311.77642512,4074966.11148782
"2727",2727,NA,"PRESENT",-1599191.33459598,1902562.33823442
"2728",2728,NA,"PRESENT",-1585958.73441981,2063972.63629648
"2729",2729,NA,"PRESENT",-1389874.65131828,2007407.69563419
"2730",2730,NA,"PRESENT",-2113120.61930656,3578785.58873942
"2731",2731,NA,"PRESENT",-535958.889576674,582349.926188485
"2732",2732,NA,"PRESENT",-645983.109479125,535548.557865346
"2733",2733,NA,"PRESENT",-2093531.38625769,3557878.0115458
"2734",2734,NA,"PRESENT",-514204.719765663,1143874.22560269
"2735",2735,NA,"PRESENT",-1224642.71056825,1858813.98455398
"2736",2736,NA,"PRESENT",-1214048.03626691,1857228.97620149
"2737",2737,NA,"PRESENT",-1303060.32826835,2093633.21649642
"2738",2738,NA,"PRESENT",-517150.192128652,1515897.66451799
"2739",2739,NA,"PRESENT",-529585.355553567,837916.267696403
"2740",2740,NA,"PRESENT",-2122155.8521463,3515151.66060457
"2741",2741,NA,"PRESENT",-471156.992988387,665663.982808231
"2742",2742,NA,"PRESENT",-2103920.6349416,3455164.11082723
"2743",2743,NA,"PRESENT",-1345365.20869569,2111662.75708851
"2744",2744,NA,"PRESENT",-384306.403912141,1590721.54789377
"2745",2745,NA,"PRESENT",-2085360.79481113,3477396.24258461
"2746",2746,NA,"PRESENT",-1315805.37258618,2113136.83494506
"2747",2747,NA,"PRESENT",-1947222.06350806,2803452.18074069
"2748",2748,NA,"PRESENT",-557263.383885064,822603.562618766
"2749",2749,NA,"PRESENT",-559198.978728423,824789.377877515
"2750",2750,NA,"PRESENT",-535322.890437876,1141207.34905799
"2751",2751,31451,"PRESENT",-2059279.7921705,3470906.77254262
"2752",2752,31451,"PRESENT",-2052767.72374233,3482294.37104899
"2753",2753,31451,"PRESENT",-2055222.09054656,3474375.71932886
"2754",2754,31438,"PRESENT",-1890199.94002629,3789890.7951139
"2755",2755,31218,"PRESENT",-1855738.27549773,2455234.77930865
"2756",2756,46,"PRESENT",-1241405.11240776,2105926.75617922
"2757",2757,30870,"PRESENT",-1230538.13470162,1856121.13445885
"2758",2758,30870,"PRESENT",-1228186.28740067,1839257.34163834
"2759",2759,NA,"PRESENT",-1753672.55422376,2252174.06999993
"2760",2760,NA,"PRESENT",-2088136.41590274,3542926.09921132
"2761",2761,NA,"PRESENT",-1740877.11261603,2238042.46618046
"2762",2762,NA,"PRESENT",-2086275.61947977,3480494.0724493
"2763",2763,NA,"PRESENT",-1813366.60950289,4095670.11506862
"2764",2764,NA,"PRESENT",-1901692.74723275,2539400.80102602
"2765",2765,NA,"PRESENT",-2082406.78043114,3470220.68564854
"2766",2766,NA,"PRESENT",-920436.174484584,1394394.72694918
"2767",2767,NA,"PRESENT",-890944.235609373,625956.235960193
"2768",2768,NA,"PRESENT",-636813.992623977,1738952.66047226
"2769",2769,NA,"PRESENT",-544242.91051348,566406.891230166
"2770",2770,NA,"PRESENT",-524915.980063067,919384.993419051
"2771",2771,NA,"PRESENT",-1567597.84180982,4660963.52862543
"2772",2772,NA,"PRESENT",-542143.960763382,571351.218852887
"2773",2773,NA,"PRESENT",-543618.784949337,569169.552807548
"2774",2774,NA,"PRESENT",-2085360.11656713,3477400.12594748
"2775",2775,NA,"PRESENT",-1285444.5184619,2136639.30586821
"2776",2776,NA,"PRESENT",-525730.714098073,908709.053547368
"2777",2777,NA,"PRESENT",-1286584.87997174,2133733.11933301
"2778",2778,NA,"PRESENT",-453684.53737078,1597873.78978608
"2779",2779,NA,"PRESENT",-520404.846848563,886205.599376535
"2780",2780,NA,"PRESENT",-510194.256629903,1143082.45061546
"2781",2781,NA,"PRESENT",-921752.94991093,1459686.5143139
"2782",2782,NA,"PRESENT",-474345.068374353,841202.933788704
"2783",2783,NA,"PRESENT",-1756376.98415083,2242483.58405094
"2784",2784,NA,"PRESENT",-1663380.85054065,2200894.1246685
"2785",2785,NA,"PRESENT",-1302859.02006672,2087393.21498413
"2786",2786,NA,"PRESENT",-1340062.07628629,2090793.35590129
"2787",2787,NA,"PRESENT",-519717.182537747,921895.965103795
"2788",2788,NA,"PRESENT",-514398.275142685,923183.799979053
"2789",2789,NA,"PRESENT",-514733.01263975,923281.115875024
"2790",2790,NA,"PRESENT",-519681.856310777,841121.881481395
"2791",2791,NA,"PRESENT",-458098.29880773,1613584.87816376
"2792",2792,NA,"PRESENT",-2131907.23144566,2799357.10024479
"2793",2793,NA,"PRESENT",-2081048.95414376,3474276.3666148
"2794",2794,NA,"PRESENT",-627608.897520215,1062683.16001272
"2795",2795,NA,"PRESENT",-1720856.72280369,2276322.13899863
"2796",2796,NA,"PRESENT",-1192763.00425541,1849380.20866763
"2797",2797,NA,"PRESENT",-892496.527368694,412996.649173253
"2798",2798,NA,"PRESENT",-472938.351634275,1029030.23980383
"2799",2799,NA,"PRESENT",-1822629.12904285,4050444.95689199
"2800",2800,NA,"PRESENT",-1249630.1350377,1852633.2907479
"2801",2801,31020,"PRESENT",-1313021.90823049,2098416.33465973
"2802",2802,5,"PRESENT",-1224619.12794949,1858816.18962366
"2803",2803,5,"PRESENT",-1224488.47330207,1858902.78065369
"2804",2804,5,"PRESENT",-1226832.99374258,1858461.01337053
"2805",2805,5,"PRESENT",-1228025.22080487,1858553.31846338
"2806",2806,5,"PRESENT",-1229356.49199497,1858423.44327253
"2807",2807,100,"PRESENT",-1224638.80827313,1858853.596269
"2808",2808,5,"PRESENT",-1224489.49076815,1858902.58488855
"2809",2809,31451,"PRESENT",-2092810.38166629,3473888.16514208
"2810",2810,91,"PRESENT",-1223325.70441764,1859102.89779499
"2811",2811,31451,"PRESENT",-2081248.26101166,3473413.09902759
"2812",2812,31126,"PRESENT",-1745983.78147664,2259769.28648838
"2813",2813,NA,"PRESENT",-468963.296438628,953004.329033555
"2814",2814,NA,"PRESENT",-475428.540826967,1027978.10645955
"2815",2815,NA,"PRESENT",-1808078.88583114,4084899.38434522
"2816",2816,NA,"PRESENT",-2089579.4370162,3478881.1078829
"2817",2817,NA,"PRESENT",-524293.235860753,908918.380687492
"2818",2818,NA,"PRESENT",-363274.943419806,1615418.64710813
"2819",2819,NA,"PRESENT",-1722441.83477861,2278318.96055463
"2820",2820,NA,"PRESENT",-1279809.71908842,2076507.5901213
"2821",2821,NA,"PRESENT",-535439.293776355,920641.018031282
"2822",2822,NA,"PRESENT",-1309702.54276076,1933194.52757243
"2823",2823,NA,"PRESENT",-1812837.96457706,4069428.15319239
"2824",2824,NA,"PRESENT",-1595705.67218879,1896480.10754547
"2825",2825,NA,"PRESENT",-2089605.10175879,3552279.52763356
"2826",2826,NA,"PRESENT",-468725.00560788,710569.74709999
"2827",2827,NA,"PRESENT",-2147314.94152104,3208789.25245056
"2828",2828,NA,"PRESENT",-1283060.46081269,2125446.63901582
"2829",2829,NA,"PRESENT",-432883.549262055,890769.184824991
"2830",2830,NA,"PRESENT",-398139.626806285,1577103.35294656
"2831",2831,NA,"PRESENT",-919740.496999215,1424767.81870602
"2832",2832,NA,"PRESENT",-911616.993403451,1397263.65377819
"2833",2833,NA,"PRESENT",-464116.69620619,1527655.78370563
"2834",2834,NA,"PRESENT",-527591.683213332,909387.946772276
"2835",2835,NA,"PRESENT",-1426452.7482951,2120998.64081472
"2836",2836,NA,"PRESENT",-1807580.37763579,4055576.25010268
"2837",2837,NA,"PRESENT",-1272442.51521546,2123674.62512213
"2838",2838,NA,"PRESENT",-413054.804511916,1555365.10105002
"2839",2839,NA,"PRESENT",-886703.120721013,1461177.05677257
"2840",2840,NA,"PRESENT",-400076.698709609,1585446.37235777
"2841",2841,NA,"PRESENT",-917861.694130452,1407579.06593652
"2842",2842,NA,"PRESENT",-967369.233202787,1567909.29649618
"2843",2843,NA,"PRESENT",-2069277.21593621,3540107.39698763
"2844",2844,NA,"PRESENT",-1251334.56889317,2098326.95962975
"2845",2845,NA,"PRESENT",-1448379.54603873,1996884.69315108
"2846",2846,NA,"PRESENT",-2092189.26770964,3497191.05198363
"2847",2847,NA,"PRESENT",-1198947.92794979,1856727.60244351
"2848",2848,NA,"PRESENT",-1443360.26808672,1986060.16081834
"2849",2849,5,"PRESENT",-1171069.85449613,1832286.44252524
"2850",2850,10,"PRESENT",-1224649.41144767,1858697.16206676
"2851",2851,100,"PRESENT",-1167354.51062162,1826842.47712765
"2852",2852,41483,"PRESENT",-1251392.34597176,1856303.86696929
"2853",2853,91,"PRESENT",-1228462.68884813,1858477.93660312
"2854",2854,29458,"PRESENT",-734961.862736385,248631.89976373
"2855",2855,29822,"PRESENT",-534181.246416626,611938.090841862
"2856",2856,31451,"PRESENT",-2106574.61043614,3569182.96838215
"2857",2857,31451,"PRESENT",-2106729.83320158,3572721.10594987
"2858",2858,30683,"PRESENT",-576298.319720882,1612912.22687041
"2859",2859,NA,"PRESENT",-1229115.06074287,1860582.07372534
"2860",2860,NA,"PRESENT",-532654.205043797,953743.939615595
"2861",2861,NA,"PRESENT",-1484913.57564881,1948497.00326719
"2862",2862,NA,"PRESENT",-1229088.68161293,1860607.74161087
"2863",2863,NA,"PRESENT",-1224626.007704,1858837.95844215
"2864",2864,NA,"PRESENT",-1751170.0415323,2259017.42080894
"2865",2865,NA,"PRESENT",-1917367.48814777,2560267.62569297
"2866",2866,NA,"PRESENT",-1905925.87019007,2568340.64517353
"2867",2867,NA,"PRESENT",-2089687.96401148,3362974.61367182
"2868",2868,NA,"PRESENT",-2114051.44234078,3510959.43884624
"2869",2869,NA,"PRESENT",-2054415.15674605,3609186.44580234
"2870",2870,NA,"PRESENT",-482380.596132279,888175.267260024
"2871",2871,NA,"PRESENT",-1334641.21348021,2072806.6612252
"2872",2872,NA,"PRESENT",-2071941.73193838,3611635.28020425
"2873",2873,NA,"PRESENT",-1577559.67611681,4660681.62302961
"2874",2874,NA,"PRESENT",-1448072.52702567,1950085.80706932
"2875",2875,NA,"PRESENT",-2090081.84227813,3480065.19053403
"2876",2876,NA,"PRESENT",-2084093.95588262,3474787.96876117
"2877",2877,NA,"PRESENT",-2089965.68320309,3479697.01502927
"2878",2878,NA,"PRESENT",-2114089.82610554,3510970.65266701
"2879",2879,NA,"PRESENT",-2085740.84149753,3478763.08305791
"2880",2880,NA,"PRESENT",-1870132.55882287,2521165.58426326
"2881",2881,NA,"PRESENT",-2092069.06658107,3578370.63373573
"2882",2882,NA,"PRESENT",-474228.710138007,961975.681524244
"2883",2883,NA,"PRESENT",-2166074.11264142,3132785.404323
"2884",2884,NA,"PRESENT",-1756110.16065387,2323616.741675
"2885",2885,NA,"PRESENT",-514265.541409155,923446.646046617
"2886",2886,NA,"PRESENT",-1807527.36838094,4086902.64608428
"2887",2887,NA,"PRESENT",-1287095.8731036,2138437.31031122
"2888",2888,NA,"PRESENT",-1285459.87860346,2136647.12638785
"2889",2889,NA,"PRESENT",-998906.70957306,262804.811174287
"2890",2890,NA,"PRESENT",-474007.353211785,962603.714944997
"2891",2891,NA,"PRESENT",-473968.092319912,962599.37971763
"2892",2892,NA,"PRESENT",-473979.420693229,962590.370458291
"2893",2893,NA,"PRESENT",-1832702.14879944,2443588.53709929
"2894",2894,NA,"PRESENT",-1739619.61852674,2264978.68533765
"2895",2895,NA,"PRESENT",-1752167.18996164,2251407.01870468
"2896",2896,NA,"PRESENT",-643361.084068834,1693339.72883335
"2897",2897,NA,"PRESENT",-1727879.64359456,2275113.33212552
"2898",2898,NA,"PRESENT",-363641.959662239,1614441.4384266
"2899",2899,NA,"PRESENT",-1229100.34200276,1859469.78695299
"2900",2900,NA,"PRESENT",-1302159.22915826,2089606.17590413
"2901",2901,NA,"PRESENT",-634875.848216296,295284.598458317
"2902",2902,NA,"PRESENT",-1755995.56290589,2243446.65118403
"2903",2903,NA,"PRESENT",-1751067.38650536,2250804.90464958
"2904",2904,25,"PRESENT",-2068714.71165414,3490514.28087537
"2905",2905,25,"PRESENT",-1223362.17682025,1859386.48139671
"2906",2906,25,"PRESENT",-1223412.31937887,1859393.631886
"2907",2907,31394,"PRESENT",-1792781.83812617,4076301.14707474
"2908",2908,30870,"PRESENT",-1187757.32783684,1845662.65241633
"2909",2909,25,"PRESENT",-2086478.84372277,3477292.91846965
"2910",2910,11,"PRESENT",-1224452.1979272,1858906.44789892
"2911",2911,31451,"PRESENT",-2056234.88708739,3481193.96836317
"2912",2912,30003,"PRESENT",-559721.318320893,801899.126637356
"2913",2913,29775,"PRESENT",-544100.676355199,548798.587745283
"2914",2914,29775,"PRESENT",-537470.798254897,568927.811650927
"2915",2915,NA,"PRESENT",-2074960.80600121,3470314.60128406
"2916",2916,NA,"PRESENT",-817946.559780559,1802790.48359464
"2917",2917,NA,"PRESENT",-641556.682620021,1700154.52555053
"2918",2918,NA,"PRESENT",-466388.858084828,1634904.00888813
"2919",2919,NA,"PRESENT",-1825881.45078109,4084836.46102465
"2920",2920,NA,"PRESENT",-1311439.29193969,2134821.9298995
"2921",2921,NA,"PRESENT",-1289470.66777835,2128559.66271261
"2922",2922,NA,"PRESENT",-1292493.42631268,2139778.09776424
"2923",2923,NA,"PRESENT",-2078386.16825577,3436459.30837719
"2924",2924,NA,"PRESENT",-1816397.91844341,4076538.10045094
"2925",2925,NA,"PRESENT",-426270.562843268,1610683.11432512
"2926",2926,NA,"PRESENT",-1285810.38154685,2137155.06638016
"2927",2927,NA,"PRESENT",-2140313.22772479,3140813.16744196
"2928",2928,NA,"PRESENT",-1311179.71268042,1899133.53111794
"2929",2929,NA,"PRESENT",-1311570.65930088,1901204.83908143
"2930",2930,NA,"PRESENT",-1361714.82407,1877736.58672845
"2931",2931,NA,"PRESENT",-599992.797997663,868920.036125746
"2932",2932,NA,"PRESENT",-351551.499154412,1391328.78272142
"2933",2933,NA,"PRESENT",-526811.20129148,1144018.48773705
"2934",2934,NA,"PRESENT",-927755.720617044,1479810.35936041
"2935",2935,NA,"PRESENT",-2073584.94527719,3470296.50349397
"2936",2936,NA,"PRESENT",-823283.251014949,1801479.8227535
"2937",2937,NA,"PRESENT",-1572004.17161253,4663789.35472518
"2938",2938,NA,"PRESENT",-2089349.52587175,3546124.74900607
"2939",2939,NA,"PRESENT",-1491436.93744689,1941366.37763283
"2940",2940,NA,"PRESENT",-367023.603753617,1434735.61083104
"2941",2941,NA,"PRESENT",-1912497.00059811,3803449.83333612
"2942",2942,NA,"PRESENT",-1906931.33938967,3803186.70324363
"2943",2943,NA,"PRESENT",-1308297.20038608,2090616.27880225
"2944",2944,NA,"PRESENT",-893084.39699755,1264552.13658961
"2945",2945,NA,"PRESENT",-967795.229525401,1568883.32357002
"2946",2946,NA,"PRESENT",-528738.245894094,909187.321760776
"2947",2947,NA,"PRESENT",-530204.251166531,912844.839648902
"2948",2948,NA,"PRESENT",-531018.956915852,913693.533372425
"2949",2949,NA,"PRESENT",-465929.999354411,1635199.54210461
"2950",2950,NA,"PRESENT",-1091600.39231018,2078012.72571107
"2951",2951,NA,"PRESENT",-2050188.11383398,3563936.7843781
"2952",2952,NA,"PRESENT",-1816276.97889374,4061888.84255951
"2953",2953,NA,"PRESENT",-424221.157067881,914670.66987311
"2954",2954,NA,"PRESENT",-1223361.64035642,1859138.21693859
"2955",2955,NA,"PRESENT",-649127.108189739,1700658.15886243
"2956",2956,NA,"PRESENT",-958165.107265374,1546665.70113594
"2957",2957,NA,"PRESENT",-487623.554071381,1607161.31085535
"2958",2958,NA,"PRESENT",-1260941.35461551,2119703.72587498
"2959",2959,NA,"PRESENT",-1313114.6831721,2104128.5046254
"2960",2960,NA,"PRESENT",-2085868.48475303,3478810.11731583
"2961",2961,NA,"PRESENT",-1302867.49392695,2087425.96770119
"2962",2962,NA,"PRESENT",-1314546.75014465,2107634.05388932
"2963",2963,31032,"PRESENT",-1293236.06856143,2126333.49380034
"2964",2964,31045,"PRESENT",-1299464.41726296,2149807.66731469
"2965",2965,31045,"PRESENT",-1284337.24625566,2150545.34880087
"2966",2966,1461,"PRESENT",-1243812.02158494,1856508.63489513
"2967",2967,118790,"PRESENT",-1229235.85872007,2096570.64037346
"2968",2968,46,"PRESENT",-1218022.51887054,1860459.78165339
"2969",2969,30562,"PRESENT",-931957.522673056,1420855.99690172
"2970",2970,31451,"PRESENT",-2086251.96320855,3480226.58374951
"2971",2971,31126,"PRESENT",-1750519.02158756,2267759.14538585
"2972",2972,30258,"PRESENT",-513221.292245301,1067877.3514921
"2973",2973,NA,"PRESENT",-644732.23065009,288017.68613455
"2974",2974,NA,"PRESENT",-1807385.32465498,4083186.73638635
"2975",2975,NA,"PRESENT",-546522.080809981,1675613.25194526
