"","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier.1","http...unknown.org.nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","lifeStage","infraspecificEpithet","sex","individualCount","elevation","elevationAccuracy","preparations","identifiedByIDs.type","identifiedByIDs.value","habitat","institutionID","higherGeography","nomenclaturalCode","verbatimCoordinateSystem","county","locality","language","type","disposition","vernacularName","locationID","organismRemarks","verbatimElevation","collectionID","higherClassification","parentNameUsage","sampleSizeUnit","sampleSizeValue","samplingProtocol","eventID","recordNumber","footprintWKT","georeferenceRemarks","eventRemarks","verbatimIdentification","footprintSRS","parentEventID","recordedByIDs.type","recordedByIDs.value","verbatimSRS","samplingEffort","municipality","ownerInstitutionCode","accessRights","projectId","organismQuantity","organismQuantityType","endDayOfYear","startDayOfYear","bibliographicCitation","reproductiveCondition","institutionKey","georeferencedDate","georeferencedBy","otherCatalogNumbers","verbatimTaxonRank","taxonRemarks","gadm","establishmentMeans","locationRemarks","waterBody","identificationRemarks","coordinatePrecision","dataGeneralizations","datasetID","previousIdentifications","programmeAcronym","fieldNotes","distanceFromCentroidInMeters","http...unknown.org.language","http...unknown.org.modified","originalNameUsage","identificationVerificationStatus","nameAccordingTo","dynamicProperties","organismScope","networkKeys","fieldNumber","locationAccordingTo","behavior","georeferenceSources","organismID","georeferenceVerificationStatus","associatedReferences","acceptedNameUsage","georeferenceProtocol","namePublishedInYear","acceptedNameUsageID","depth","depthAccuracy","collectionKey","rights","flags"
"752",752,3118581906,"Puma concolor (Linnaeus, 1771)",4.502,-72.884,"","a9a819bb-b94e-4e06-bbbd-4cc1eb6f3b1c","3ecddc17-a081-4e85-92c3-d8e31716342c","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-05T01:01:42.299+00:00","2023-01-25T08:11:48.062+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2020-03-10T00:00:00",NA,"SOUTH_AMERICA","Casanare",2019,7,4,"2019-07-04T00:00:00",NA,"2023-01-25T08:11:48.062+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:044","none","none",FALSE,NA,"Rojano Cesar","Rojano Cesar","WGS84","Mammalia","CO","none","none","Colombia","Fundación Cunaguaro","IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:044",NA,NA,"2019-07-04",NA,3118581906,NA,"IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:044",NA,NA,"Asociación Colombiana de Zoología (ACZ)",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,"Unknown",NA,NA,NA,185,NA,"Fotografía",NA,NA,"Bosque de galería","900.370.306-1",NA,NA,"Grados decimales","Villanueva","Vereda El Fiscal","es","Imagen estática",NA,"Puma | León | León de montaña | Tigre colorado | León campa o Camba | Leoncillo",NA,NA,NA,NA,NA,NA,NA,NA,"Cámara Trampa","CUNAGUARO:MONITOREO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS84",NA,"Villanueva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EK000013.AVI|MamíferosCun","sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"754",754,2451589769,"Puma concolor (Linnaeus, 1771)",-1.020963,-77.458789,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","MX","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T13:56:11.535+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2019-09-19T00:09:29",31448,"SOUTH_AMERICA","Napo",2019,8,24,"2019-08-24T14:22:32","2022-05-01T12:45:11.000+00:00","2023-03-29T13:56:11.535+00:00","https://www.inaturalist.org/observations/31543975","http://creativecommons.org/licenses/by-nc/4.0/legalcode","31543975","none","none",FALSE,"iNaturalist research-grade observations","amaZOOnico","Jaime Marcelo Aranda Sánchez","WGS84","Mammalia","EC","none","none","Ecuador","amaZOOnico","31543975","amazoonico","Coordinate uncertainty increased to 31448m to protect threatened taxon","2019-08-24 2:22:32 PM GMT-05:00","Observations",2451589769,"Ecuador","https://www.inaturalist.org/observations/31543975","42007","31543975","iNaturalist","14:22:32-05:00","wild",71429553,"Puma concolor (Linnaeus, 1771)","Encontre wella de jaguar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"755",755,2856735297,"Puma concolor (Linnaeus, 1771)",-30.161794,-61.087216,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T13:59:19.926+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2020-08-26T03:10:44",29407,"SOUTH_AMERICA","Santa Fe",2019,8,2,"2019-08-02T03:02:00","2023-02-23T01:00:50.000+00:00","2023-03-29T13:59:19.926+00:00","https://www.inaturalist.org/observations/57609047","http://creativecommons.org/licenses/by-nc/4.0/legalcode","57609047","none","none",FALSE,"iNaturalist research-grade observations","Museo CN del depto San Cristobal","Museo CN del depto San Cristobal","WGS84","Mammalia","AR","none","none","Argentina","Museo CN del depto San Cristobal","57609047","museocndelsancristobal","Coordinate uncertainty increased to 29407m to protect threatened taxon","2019/08/02 3:02 AM -0400","Observations",2856735297,"San Cristóbal, AR-SF, AR","https://www.inaturalist.org/observations/57609047","42007","57609047","iNaturalist","03:02:00-04:00","wild",126194955,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"756",756,3013889627,"Puma concolor (Linnaeus, 1771)",-19.096687,-40.15347,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:00:46.196+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2020-12-10T03:43:20",30598,"SOUTH_AMERICA","Espírito Santo",2019,8,15,"2019-08-15T00:00:00","2022-12-17T22:37:51.000+00:00","2023-03-29T14:00:46.196+00:00","https://www.inaturalist.org/observations/66361719","http://creativecommons.org/licenses/by-nc/4.0/legalcode","66361719","none","none",FALSE,"iNaturalist research-grade observations","Marcio Santos Ferreira","Marcio Santos Ferreira","WGS84","Mammalia","BR","none","none","Brazil","Marcio Santos Ferreira","66361719","marcio_santos_ferreira","Coordinate uncertainty increased to 30598m to protect threatened taxon","2019-08-15","Observations",3013889627,"Espírito Santo, BR","https://www.inaturalist.org/observations/66361719","42007","66361719","iNaturalist",NA,"wild",145564156,"Puma concolor (Linnaeus, 1771)","📍Rebio Sooretama ℹ️ Soltura com rádio transmissor (acompanhado por pesquisadores) de animal capturado em baixo guandu-ES.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"758",758,3356721141,"Puma concolor (Linnaeus, 1771)",-34.356,-70.3864,"cdc","9f7ed5a4-f73a-4d74-b0be-cef5bd700a37","6568c9e4-fdc6-4d73-a7ea-2d1bf44fcd61","faeb021c-ab9f-4c80-9587-3749a8f6fb23","CL","EML","2023-03-03T03:24:18.640+00:00","2023-03-03T03:28:43.861+00:00",69,"bf0d80b3-46da-4e60-b1cf-39f2320acb43","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Región de los Ríos",2019,8,6,"2019-08-06T00:00:00","2021-09-12T00:00:00.000+00:00","2023-03-03T03:28:43.861+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","CONAF:Fotomonitoreo:RNRC:2019:CAM10-2:15685","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CL","none","none","Chile","Corporación Nacional Forestal (CONAF)","CONAF:Fotomonitoreo:RNRC:2019:CAM10-2:15685",NA,NA,NA,"Fotomonitoreo",3356721141,NA,"CONAF:Fotomonitoreo:RNRC:2019:CAM10-2:15685",NA,NA,"Corporación Nacional Forestal (CONAF)","22:13:00 -04:00",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,"Unknown",NA,NA,1,NA,NA,NA,NA,NA,NA,"CONAF",NA,NA,NA,NA,NA,"es","Fototrampeo",NA,"Puma",NA,NA,NA,"CONAF:Fotomonitoreo",NA,NA,NA,NA,NA,"CONAF:Fotomonitoreo:RNRC:2019:CAM10-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONAFCL:Fotomonitoreo",1,"1",228,196,"Corporación Nacional Forestal (CONAF). 2021. Fotomonitoreo de bojetos de conservación y amenazas en el Sistema Nacional de Áreas Silvestres Protegias del Estado (SNASPE). Sitio web: [www.fotomonitoreo.cl]. Corporación Nacional Forestal. Chile.","Indeterminado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"761",761,3467714127,"Puma concolor (Linnaeus, 1771)",6.986076,-73.859211,"","bfeaf9b4-90e1-44a0-bf0c-a82c883c612b","d5ef14a1-5177-4547-9ce2-46d84a4214eb","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T13:47:40.758+00:00","2023-01-25T08:39:56.946+00:00",25,"c4f66525-4d36-4c18-82ac-98e088f54db4","MATERIAL_SAMPLE","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Santander",2019,8,1,"2019-08-01T00:00:00",NA,"2023-01-25T08:39:56.946+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","Ecopetrol:Mares_Fauna:4838","none","none",FALSE,NA,"Francisco Garcia",NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"Ecopetrol:Mares_Fauna:4838",NA,NA,"2019/08/01 00:00:00",NA,3467714127,NA,"Ecopetrol:Mares_Fauna:4838",NA,NA,"Ecopetrol S.A.",NA,NA,NA,"Puma concolor (Linnaeus, 1771)","Huellas",NA,NA,NA,NA,72,1,NA,NA,NA,"Zonas Pantanosas","899.999.068-1",NA,NA,NA,"Barrancabermeja","ROM 3","es","PhysicalObject",NA,"Puma",NA,NA,NA,NA,"Animalia | Chordata | Mammalia | Carnivora | Felidae | Puma",NA,"Metros",2057,"Transectos de ancho variable por diversas coberturas vegetales para realizar registros y observaciones directas de fauna silvestre, realizadas en horario diurno y nocturno","ROM_3","4838","LINESTRING (-73.852411 6.981603, -73.861082 6.992506)",NA,NA,"Puma concolor","epsg:4326",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Individuos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"762",762,3118575442,"Puma concolor (Linnaeus, 1771)",-0.55063,-72.44056,"","a9a819bb-b94e-4e06-bbbd-4cc1eb6f3b1c","3ecddc17-a081-4e85-92c3-d8e31716342c","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-05T01:01:42.299+00:00","2023-01-25T08:11:47.738+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2019-08-25T00:00:00",NA,"SOUTH_AMERICA","Caquetá",2019,8,15,"2019-08-15T00:00:00",NA,"2023-01-25T08:11:47.738+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:1252","none","none",FALSE,NA,"Comunidad del Resguardo Indígena de Monochoa","Nelson Pinilla|Maria Paula Kairuz","WGS84","Mammalia","CO","none","none","Colombia","Amazon Conservation Team (ACT)","IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:1252",NA,NA,"2019-08-15",NA,3118575442,NA,"IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:1252",NA,NA,"Asociación Colombiana de Zoología (ACZ)","13:26:11",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,"Unknown",NA,NA,NA,110,NA,"Fotografía",NA,NA,"Bosque alto amazónico","900.370.306-1",NA,NA,"Grados, minutos, segundos","Solano","Resguardo indigena de Monochoa","es","Imagen estática",NA,"Puma | León | León de montaña | Tigre colorado | León campa o Camba | Leoncillo",NA,NA,NA,NA,NA,NA,NA,NA,"Cámara Trampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS84",NA,"Solano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MRC-229","sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"763",763,3710474397,"Puma concolor (Linnaeus, 1771)",6.778511,-70.726719,"cdround,inmano","1a58ec89-e5d4-4b2b-9ed3-1c8b5f70f4fc","f7f9717e-9e50-4a00-a30f-7b134390a566","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-07T00:43:31.475+00:00","2023-01-24T15:35:39.856+00:00",208,"c4f66525-4d36-4c18-82ac-98e088f54db4","PRESERVED_SPECIMEN","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Arauca",2019,8,3,"2019-08-03T00:00:00",NA,"2023-01-24T15:35:39.856+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","MHNUCA:Mammal:2781","none","none",FALSE,"Colección de Vertebrados e Invertebrados","Héctor E. Ramírez Chaves",NA,"WGS84","Mammalia","CO",NA,"none","Colombia","Universidad de Caldas","MHNUCA:Mammal:2781",NA,NA,NA,"MHN-UCa",3710474397,NA,"MHNUCA:Mammal:2781",NA,"MHNUCa:2781","Universidad de Caldas (UCaldas)",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,"MALE",1,NA,NA,"Piel|Cráneo",NA,NA,NA,"890.801.063-0",NA,NA,"Grados, minutos, segundos","Arauca","Vereda El Socorro,Finca La Marsella","es","Objeto físico","En colección",NA,NA,NA,"134","RNC:086","Animalia | Chordata | Mammalia | Carnivora | Felidae | Puma | concolor",NA,NA,NA,NA,NA,"HERC 1675",NA,NA,NA,NA,NA,NA,"ORCID","https://orcid.org/0000-0002-2454-9482",NA,NA,NA,NA,"Solo para uso académico",NA,1,"Individuo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"765",765,3492155740,"Puma concolor (Linnaeus, 1771)",4.83035,-54.27051,"cdc,cum","09ba0f35-f702-4cfb-a66c-b0f80273e4c8","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","e44d0fd7-0edf-477f-aa82-50a81836ab46","FR","DWC_ARCHIVE","2023-03-07T15:48:59.587+00:00","2023-03-07T20:15:53.100+00:00",51,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,40985,"SOUTH_AMERICA",NA,2019,9,17,"2019-09-17T00:00:00",NA,"2023-03-07T20:15:53.100+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","03e9a41c-6ea2-11ea-ad93-005056968749","none","none",FALSE,NA,"Le Pape Timothé (Biotope Agence Amazonie)",NA,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"03e9a41c-6ea2-11ea-ad93-005056968749",NA,"Géographie soumise à floutage à la demande du producteur|Geographic information generalized during aggregation at the request of the producer",NA,NA,3492155740,NA,"03e9a41c-6ea2-11ea-ad93-005056968749","443624",NA,NA,NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guyane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03e9a41c-6ea2-11ea-ad93-005056968749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apatou",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0197DF4-FDF8-7BED-E053-2614A8C00B22",NA,NA,NA,NA,"fr | en","2020-03-25","Puma concolor","Certain - très probable","Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"766",766,3492155741,"Puma concolor (Linnaeus, 1771)",4.74831,-52.39757,"cdc,cum","09ba0f35-f702-4cfb-a66c-b0f80273e4c8","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","e44d0fd7-0edf-477f-aa82-50a81836ab46","FR","DWC_ARCHIVE","2023-03-07T15:48:59.587+00:00","2023-03-07T20:15:53.101+00:00",51,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,5000,"SOUTH_AMERICA",NA,2019,9,19,"2019-09-19T00:00:00",NA,"2023-03-07T20:15:53.101+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","03eae2e6-6ea2-11ea-ad93-005056968749","none","none",FALSE,NA,"Reizine Hugo (Indépendant)",NA,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"03eae2e6-6ea2-11ea-ad93-005056968749",NA,"Géographie soumise à floutage à la demande du producteur|Geographic information generalized during aggregation at the request of the producer",NA,NA,3492155741,NA,"03eae2e6-6ea2-11ea-ad93-005056968749","443624",NA,NA,NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guyane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03eae2e6-6ea2-11ea-ad93-005056968749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0197DF4-FDF8-7BED-E053-2614A8C00B22",NA,NA,NA,NA,"fr | en","2020-03-25","Puma concolor","Certain - très probable","Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"767",767,3492157513,"Puma concolor (Linnaeus, 1771)",3.94175,-52.51849,"cdc,cum","09ba0f35-f702-4cfb-a66c-b0f80273e4c8","1928bdf0-f5d2-11dc-8c12-b8a03c50a862","e44d0fd7-0edf-477f-aa82-50a81836ab46","FR","DWC_ARCHIVE","2023-03-07T15:48:59.587+00:00","2023-03-07T20:15:53.303+00:00",51,"1928bdf0-f5d2-11dc-8c12-b8a03c50a862","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,90150,"SOUTH_AMERICA",NA,2019,9,21,"2019-09-21T00:00:00",NA,"2023-03-07T20:15:53.303+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","03ebe45c-6ea2-11ea-ad93-005056968749","none","none",FALSE,NA,"Fernandez Mathias (Indépendant)",NA,"WGS84","Mammalia","GF","none","none","French Guiana",NA,"03ebe45c-6ea2-11ea-ad93-005056968749",NA,"Géographie soumise à floutage à la demande du producteur|Geographic information generalized during aggregation at the request of the producer",NA,NA,3492157513,NA,"03ebe45c-6ea2-11ea-ad93-005056968749","443624",NA,NA,NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Guyane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03ebe45c-6ea2-11ea-ad93-005056968749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Régina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A0197DF4-FDF8-7BED-E053-2614A8C00B22",NA,NA,NA,NA,"fr | en","2020-03-25","Puma concolor","Certain - très probable","Gargominy O (2021). TAXREF. Version 4.7. UMS PatriNat (OFB-CNRS-MNHN), Paris. Checklist dataset https://doi.org/10.15468/vqueam accessed via GBIF.org on 2021-06-28.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
