"","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier.1","http...unknown.org.nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","eventTime","http...unknown.org.captive","identificationID","name","occurrenceRemarks","lifeStage","infraspecificEpithet","sex","individualCount","elevation","elevationAccuracy","preparations","identifiedByIDs.type","identifiedByIDs.value","habitat","institutionID","higherGeography","nomenclaturalCode","verbatimCoordinateSystem","county","locality","language","type","disposition","vernacularName","locationID","organismRemarks","verbatimElevation","collectionID","higherClassification","parentNameUsage","sampleSizeUnit","sampleSizeValue","samplingProtocol","eventID","recordNumber","footprintWKT","georeferenceRemarks","eventRemarks","verbatimIdentification","footprintSRS","parentEventID","recordedByIDs.type","recordedByIDs.value","verbatimSRS","samplingEffort","municipality","ownerInstitutionCode","accessRights","projectId","organismQuantity","organismQuantityType","endDayOfYear","startDayOfYear","bibliographicCitation","reproductiveCondition","institutionKey","georeferencedDate","georeferencedBy","otherCatalogNumbers","verbatimTaxonRank","taxonRemarks","gadm","establishmentMeans","locationRemarks","waterBody","identificationRemarks","coordinatePrecision","dataGeneralizations","datasetID","previousIdentifications","programmeAcronym","fieldNotes","distanceFromCentroidInMeters","http...unknown.org.language","http...unknown.org.modified","originalNameUsage","identificationVerificationStatus","nameAccordingTo","dynamicProperties","organismScope","networkKeys","fieldNumber","locationAccordingTo","behavior","georeferenceSources","organismID","georeferenceVerificationStatus","associatedReferences","acceptedNameUsage","georeferenceProtocol","namePublishedInYear","acceptedNameUsageID","depth","depthAccuracy","collectionKey","rights","flags"
"1996",1996,3802888712,"Puma concolor (Linnaeus, 1771)",5.942583,-68.053111,"cdround","d1ea4fa6-867b-4c67-83b1-e654ba54a330","0c23482f-89f3-4efa-b6ed-7b25dadde4fc","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T09:45:34.518+00:00","2023-01-25T09:19:58.996+00:00",1,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2015-01-01T00:00:00",NA,"SOUTH_AMERICA","Vichada",2015,5,14,"2015-05-14T00:00:00",NA,"2023-01-25T09:19:58.996+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WCSColombia:2015_PVS_Llanos:CT_0050","none","none",TRUE,"Proyecto Vida Silvestre Río Bita","Beatriz Henao|Luis Lasso|Leonor Valenzuela|Germán Forero","Equipo WCS|Baltazar González|Leonor Valenzuela","WGS84","Mammalia","CO","none","none","Colombia",NA,"WCSColombia:2015_PVS_Llanos:CT_0050",NA,NA,NA,NA,3802888712,NA,"WCSColombia:2015_PVS_Llanos:CT_0050",NA,NA,"WCS Colombia",NA,NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,2,78,0,NA,NA,NA,"Savana/Bosques de galería","900.003.825-8",NA,NA,NA,"Puerto Carreño",NA,"es","StillImage",NA,NA,NA,NA,NA,NA,NA,NA,"km2",1,"Cámara trampa","WCS:Llanos2015_PVS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46 días de cámara trampa","Casuarito",NA,NA,"PVS_WCS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cuenca río Bita",NA,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"1998",1998,1883970868,"Puma concolor (Linnaeus, 1771)",-32.352541,-64.947258,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:11:55.529+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC","2015-06-12T22:42:13",29120,"SOUTH_AMERICA","San Luis",2015,6,8,"2015-06-08T00:00:00","2019-11-20T03:48:00.000+00:00","2023-03-29T14:11:55.529+00:00","https://www.inaturalist.org/observations/1623231","http://creativecommons.org/licenses/by-nc/4.0/legalcode","1623231","none","none",FALSE,"iNaturalist research-grade observations","Nicolas Olejnik","Nicolas Olejnik","WGS84","Mammalia","AR","none","none","Argentina","Nicolas Olejnik","1623231","nicoolejnik","Coordinate uncertainty increased to 29120m to protect threatened taxon","2015-06-08","Observations",1883970868,"Argentina","http://www.inaturalist.org/observations/1623231","42007","1623231","iNaturalist",NA,"wild",3047025,"Puma concolor (Linnaeus, 1771)","Tracks.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"1999",1999,3818554589,"Puma concolor (Linnaeus, 1771)",6.92344,-75.70573,"","4550fd0d-a9c2-43fe-961a-dbe08b7b83cc","d42b7e5d-a3e5-4fc2-8b3d-105336d70898","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T08:55:26.311+00:00","2023-01-24T16:44:32.782+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Antioquia",2015,6,20,"2015-06-20T00:00:00",NA,"2023-01-24T16:44:32.782+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","EPM:Pumas:0789","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"EPM:Pumas:0789",NA,NA,"2015-6-20",NA,3818554589,"Montebello","EPM:Pumas:0789",NA,NA,"Empresas Públicas de Medellín E.S.P. (EPM)","09:44:00",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,2320,NA,NA,NA,NA,NA,"811.024.803-3",NA,NA,"Grados decimales","San Andrés de Cuerquía","Montebello","es","MovingImage",NA,"Puma",NA,"Silvestre","2320",NA,NA,NA,NA,NA,NA,"EC-37_Cuad_63",NA,NA,NA,"No. video: EK000893","Puma_concolor",NA,"EC-37",NA,NA,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"2000",2000,3818555673,"Puma concolor (Linnaeus, 1771)",6.64464,-75.70594,"","4550fd0d-a9c2-43fe-961a-dbe08b7b83cc","d42b7e5d-a3e5-4fc2-8b3d-105336d70898","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T08:55:26.311+00:00","2023-01-24T16:44:32.842+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Antioquia",2015,6,27,"2015-06-27T00:00:00",NA,"2023-01-24T16:44:32.842+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","EPM:Pumas:1451","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"EPM:Pumas:1451",NA,NA,"2015-6-27",NA,3818555673,"Camino alto de Malvaza","EPM:Pumas:1451",NA,NA,"Empresas Públicas de Medellín E.S.P. (EPM)","23:36:00",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,2981,NA,NA,NA,NA,NA,"811.024.803-3",NA,NA,"Grados decimales","Belmira","Camino alto de Malvaza","es","MovingImage",NA,"Puma",NA,"Silvestre","2981",NA,NA,NA,NA,NA,NA,"EC-66_Cuad_206",NA,NA,NA,"No. video: MFDC0048","Puma_concolor",NA,"EC-66",NA,NA,"WGS84",NA,"Río Arriba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"2001",2001,3818554925,"Puma concolor (Linnaeus, 1771)",6.64759,-75.68348,"","4550fd0d-a9c2-43fe-961a-dbe08b7b83cc","d42b7e5d-a3e5-4fc2-8b3d-105336d70898","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T08:55:26.311+00:00","2023-01-24T16:44:32.801+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Antioquia",2015,6,20,"2015-06-20T00:00:00",NA,"2023-01-24T16:44:32.801+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","EPM:Pumas:1472","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"EPM:Pumas:1472",NA,NA,"2015-6-20",NA,3818554925,"Camino a la María","EPM:Pumas:1472",NA,NA,"Empresas Públicas de Medellín E.S.P. (EPM)","21:23:00",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,2966,NA,NA,NA,NA,NA,"811.024.803-3",NA,NA,"Grados decimales","Belmira","Camino a la María","es","MovingImage",NA,"Puma",NA,"Silvestre","2966",NA,NA,NA,NA,NA,NA,"EC-67_Cuad_205",NA,NA,NA,"No. video: MFDC0021","Puma_concolor",NA,"EC-67",NA,NA,"WGS84",NA,"Río Arriba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"2002",2002,3818553459,"Puma concolor (Linnaeus, 1771)",6.85284,-75.74781,"","4550fd0d-a9c2-43fe-961a-dbe08b7b83cc","d42b7e5d-a3e5-4fc2-8b3d-105336d70898","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T08:55:26.311+00:00","2023-01-24T16:44:32.706+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Antioquia",2015,6,8,"2015-06-08T00:00:00",NA,"2023-01-24T16:44:32.706+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","EPM:Pumas:2133","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"EPM:Pumas:2133",NA,NA,"2015-6-8",NA,3818553459,"Llanadas","EPM:Pumas:2133",NA,NA,"Empresas Públicas de Medellín E.S.P. (EPM)","21:20:00",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,2534,NA,NA,NA,NA,NA,"811.024.803-3",NA,NA,"Grados decimales","San Andrés de Cuerquía","Llanadas","es","MovingImage",NA,"Puma",NA,"Silvestre","2534",NA,NA,NA,NA,NA,NA,"EC-40_Cuad_50",NA,NA,NA,"No. video: MFDC0022","Puma_concolor",NA,"EC-40",NA,NA,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"2004",2004,3698381890,"Puma concolor concolor",-39.757243,-62.580569,"cdc,cdround","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","AR","DWC_ARCHIVE","2023-03-28T11:22:53.478+00:00","2023-03-29T14:05:16.649+00:00",352,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","HUMAN_OBSERVATION","PRESENT",7193927,1,44,359,732,9703,2435098,2435099,7193927,"Puma concolor concolor","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SUBSPECIES","ACCEPTED",NA,"2022-12-01T18:06:36",28060,"SOUTH_AMERICA","Buenos Aires",2015,7,23,"2015-07-23T12:27:00","2023-02-23T00:53:19.000+00:00","2023-03-29T14:05:16.649+00:00","https://www.inaturalist.org/observations/107284952","http://creativecommons.org/licenses/by-nc/4.0/legalcode","107284952","none","none",FALSE,"iNaturalist research-grade observations","Pablo Alejandro Pla","Guenther Eichhorn","WGS84","Mammalia","AR","none",NA,"Argentina","Pablo Alejandro Pla","107284952","pablopla","Coordinate uncertainty increased to 28060m to protect threatened taxon","2015/07/23 12:27 PM -0300","Observations",3698381890,"Patagones, AR-BA, AR","https://www.inaturalist.org/observations/107284952","559645","107284952","iNaturalist","12:27:00-03:00","wild",317597700,"Puma concolor concolor",NA,"Adult","concolor",NA,NA,NA,NA,NA,"ORCID","https://orcid.org/0000-0002-3032-1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"2005",2005,3712316743,"Puma concolor (Linnaeus, 1771)",4.977306,-75.387722,"cdround","6426e1d8-a25d-4e61-97c3-56d768a67891","bbf93124-1cc2-4cac-a101-b4412dd04e2a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T12:36:33.844+00:00","2023-01-24T17:37:19.994+00:00",22,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Caldas",2015,7,7,"2015-07-07T00:00:00",NA,"2023-01-24T17:37:19.994+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","CHEC:FAUNA:0139","none","none",FALSE,NA,"Héctor Fabio Arias-Monsalve|Yeni Tatiana Marin Garcia",NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"CHEC:FAUNA:0139",NA,NA,"7/7/2015",NA,3712316743,NA,"CHEC:FAUNA:0139",NA,NA,"Central Hidroelectrica de Caldas S.A. E.S.P. (CHEC)",NA,NA,NA,"Puma concolor (Linnaeus, 1771)","heces",NA,NA,NA,1,3170,NA,NA,NA,NA,NA,"890.800.128-6",NA,NA,"Grados, minutos, segundos","Villamaría","Reserva Forestal Protectora Bosques CHEC, El Topacio","es","Evento","En colección",NA,NA,NA,"3170,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puma concolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"2006",2006,3712316711,"Puma concolor (Linnaeus, 1771)",4.817889,-75.526361,"cdround","6426e1d8-a25d-4e61-97c3-56d768a67891","bbf93124-1cc2-4cac-a101-b4412dd04e2a","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T12:36:33.844+00:00","2023-01-24T17:37:19.992+00:00",22,"c4f66525-4d36-4c18-82ac-98e088f54db4","HUMAN_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Risaralda",2015,7,5,"2015-07-05T00:00:00",NA,"2023-01-24T17:37:19.992+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","CHEC:FAUNA:0153","none","none",FALSE,NA,"Héctor Fabio Arias-Monsalve|Yeni Tatiana Marin Garcia",NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"CHEC:FAUNA:0153",NA,NA,"5/7/2015",NA,3712316711,NA,"CHEC:FAUNA:0153",NA,NA,"Central Hidroelectrica de Caldas S.A. E.S.P. (CHEC)",NA,NA,NA,"Puma concolor (Linnaeus, 1771)","heces",NA,NA,NA,1,2964,NA,NA,NA,NA,NA,"890.800.128-6",NA,NA,"Grados, minutos, segundos","Santa Rosa de Cabal","Los Alpes","es","Evento","En colección",NA,NA,NA,"2964,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Puma concolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"2007",2007,3818554871,"Puma concolor (Linnaeus, 1771)",6.78067,-75.69855,"","4550fd0d-a9c2-43fe-961a-dbe08b7b83cc","d42b7e5d-a3e5-4fc2-8b3d-105336d70898","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T08:55:26.311+00:00","2023-01-24T16:44:32.798+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Antioquia",2015,7,5,"2015-07-05T00:00:00",NA,"2023-01-24T16:44:32.798+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","EPM:Pumas:1012","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"EPM:Pumas:1012",NA,NA,"2015-7-5",NA,3818554871,"El Congo","EPM:Pumas:1012",NA,NA,"Empresas Públicas de Medellín E.S.P. (EPM)","06:14:00",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,3284,NA,NA,NA,NA,NA,"811.024.803-3",NA,NA,"Grados decimales","San José de la Montaña","El Congo","es","MovingImage",NA,"Puma",NA,"Silvestre","3284",NA,NA,NA,NA,NA,NA,"EC-48_Cuad_194",NA,NA,NA,"No. video: MFDC0084","Puma_concolor",NA,"EC-48",NA,NA,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"2009",2009,3818555579,"Puma concolor (Linnaeus, 1771)",6.77428,-75.68284,"","4550fd0d-a9c2-43fe-961a-dbe08b7b83cc","d42b7e5d-a3e5-4fc2-8b3d-105336d70898","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T08:55:26.311+00:00","2023-01-24T16:44:32.837+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Antioquia",2015,7,5,"2015-07-05T00:00:00",NA,"2023-01-24T16:44:32.837+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","EPM:Pumas:1375","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"EPM:Pumas:1375",NA,NA,"2015-7-5",NA,3818555579,"Caribe","EPM:Pumas:1375",NA,NA,"Empresas Públicas de Medellín E.S.P. (EPM)","01:05:00",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,3112,NA,NA,NA,NA,NA,"811.024.803-3",NA,NA,"Grados decimales","San José de la Montaña","Caribe","es","MovingImage",NA,"Puma",NA,"Silvestre","3112",NA,NA,NA,NA,NA,NA,"EC-60_Cuad_196",NA,NA,NA,"No. video: MFDC0179","Puma_concolor",NA,"EC-60",NA,NA,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"2012",2012,3818555187,"Puma concolor (Linnaeus, 1771)",6.68596,-75.68824,"","4550fd0d-a9c2-43fe-961a-dbe08b7b83cc","d42b7e5d-a3e5-4fc2-8b3d-105336d70898","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T08:55:26.311+00:00","2023-01-24T16:44:32.816+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Antioquia",2015,7,14,"2015-07-14T00:00:00",NA,"2023-01-24T16:44:32.816+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","EPM:Pumas:1509","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"EPM:Pumas:1509",NA,NA,"2015-7-14",NA,3818555187,"Finca San Joaquin/ El Desvio","EPM:Pumas:1509",NA,NA,"Empresas Públicas de Medellín E.S.P. (EPM)","18:51:00",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,3130,NA,NA,NA,NA,NA,"811.024.803-3",NA,NA,"Grados decimales","Belmira","Finca San Joaquín, El Desvío","es","MovingImage",NA,"Puma",NA,"Silvestre","3130",NA,NA,NA,NA,NA,NA,"EC-68_Cuad_203",NA,NA,NA,"No. video: MFDC0025","Puma_concolor",NA,"EC-68",NA,NA,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"2013",2013,3818554554,"Puma concolor (Linnaeus, 1771)",6.6733,-75.69743,"","4550fd0d-a9c2-43fe-961a-dbe08b7b83cc","d42b7e5d-a3e5-4fc2-8b3d-105336d70898","68845aab-a453-4816-b36d-a3ec8455deb0","CO","EML","2023-01-04T08:55:26.311+00:00","2023-01-24T16:44:32.779+00:00",6,"c4f66525-4d36-4c18-82ac-98e088f54db4","MACHINE_OBSERVATION","PRESENT",2435099,1,44,359,732,9703,2435098,2435099,2435099,"Puma concolor (Linnaeus, 1771)","Animalia","Chordata","Carnivora","Felidae","Puma","Puma concolor","Puma","concolor","SPECIES","ACCEPTED","LC",NA,NA,"SOUTH_AMERICA","Antioquia",2015,7,23,"2015-07-23T00:00:00",NA,"2023-01-24T16:44:32.779+00:00",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","EPM:Pumas:1625","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"EPM:Pumas:1625",NA,NA,"2015-7-23",NA,3818554554,"Finca San Joaquin","EPM:Pumas:1625",NA,NA,"Empresas Públicas de Medellín E.S.P. (EPM)","10:44:00",NA,NA,"Puma concolor (Linnaeus, 1771)",NA,NA,NA,NA,1,2995,NA,NA,NA,NA,NA,"811.024.803-3",NA,NA,"Grados decimales","Belmira","Finca San Joaquín","es","MovingImage",NA,"Puma",NA,"Silvestre","2995",NA,NA,NA,NA,NA,NA,"EC-69_Cuad_203",NA,NA,NA,"No. video: MFDC0243","Puma_concolor",NA,"EC-69",NA,NA,"WGS84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
