"","coordinateUncertaintyInMeters","occurrenceStatus","decimalLongitude","decimalLatitude"
"1682",30258,"PRESENT",-65.377397,-22.61795
"1683",30434,"PRESENT",-68.987121,-20.8949
"1684",31451,"PRESENT",-78.361043,0.474659
"1685",31451,"PRESENT",-78.131337,-0.411704
"1686",30415,"PRESENT",-68.645959,-21.16893
"1687",NA,"PRESENT",-78.14797,-0.32533
"1688",NA,"PRESENT",-68.072815,-16.561243
"1689",NA,"PRESENT",-76.318504,2.351251
"1690",NA,"PRESENT",-75.484726,4.638982
"1691",NA,"PRESENT",-65.51221,-25.703777
"1692",NA,"PRESENT",-76.43565,-11.626297
"1693",NA,"PRESENT",-64.20065,-18.770767
"1694",NA,"PRESENT",-69.07601,-18.28389
"1695",NA,"PRESENT",-63.84209,-18.172483
"1696",NA,"PRESENT",-76.394165,-11.602026
"1697",NA,"PRESENT",-65.81555,-25.17918
"1698",NA,"PRESENT",-76.44104,-11.627659
"1699",NA,"PRESENT",-65.18148,-22.21901
"1700",NA,"PRESENT",-64.94979,-22.24858
"1701",NA,"PRESENT",-65.02579,-22.23625
"1702",NA,"PRESENT",-64.41881,-24.260206
"1703",NA,"PRESENT",-71.904366,-15.612174
"1704",NA,"PRESENT",-68.783615,-20.982628
"1705",NA,"PRESENT",-65.38769,-24.012424
"1706",NA,"PRESENT",-66.51518,-27.54355
"1707",NA,"PRESENT",-63.631096,-18.135286
"1708",NA,"PRESENT",-69.149796,-20.29055
"1709",NA,"PRESENT",-75.37847,4.970461
"1710",NA,"PRESENT",-72.24831,-13.242667
"1711",NA,"PRESENT",-78.074104,-0.378381
"1712",NA,"PRESENT",-65.387764,-24.012405
"1713",NA,"PRESENT",-78.54394,-0.102763
"1714",NA,"PRESENT",-74.0616,11.1024
"1715",NA,"PRESENT",-66.54866,-24.200981
"1716",NA,"PRESENT",-78.33889,-0.443889
"1717",NA,"PRESENT",-63.441223,-18.072895
"1718",NA,"PRESENT",-69.5555,-29.138166
"1719",NA,"PRESENT",-78.19348,-0.37419
"1720",NA,"PRESENT",-69.004555,-28.601479
"1721",NA,"PRESENT",-68.8669,-28.3522
"1722",NA,"PRESENT",-68.89319,-28.803015
"1723",NA,"PRESENT",-71.926254,-13.670567
"1724",NA,"PRESENT",-72.51006,-13.186349
"1725",NA,"PRESENT",-64.69763,-22.27972
"1726",NA,"PRESENT",-64.69874,-22.28289
"1727",NA,"PRESENT",-64.698555,-22.275234
"1728",NA,"PRESENT",-64.69762,-22.276957
"1729",NA,"PRESENT",-71.92224,-13.665477
"1730",NA,"PRESENT",-64.698296,-22.275072
"1731",NA,"PRESENT",-76.299706,-11.767545
"1732",NA,"PRESENT",-68.9667,-28.1833
"1733",NA,"PRESENT",-69.008644,-15.185722
"1734",NA,"PRESENT",-68.93851,-15.176682
"1735",NA,"PRESENT",-76.30073,-11.759479
"1736",NA,"PRESENT",-78.32313,-0.459545
"1737",NA,"PRESENT",-81.1444,-5.88168
"1738",NA,"PRESENT",-80.743,-5.401702
"1739",NA,"PRESENT",-73.852455,-14.629138
"1740",NA,"PRESENT",-72.678314,-15.052026
"1741",NA,"PRESENT",-66.25127,-22.500526
"1742",NA,"PRESENT",-64.2046,-18.7208
"1743",NA,"PRESENT",-64.2046,-18.7207
"1744",31451,"PRESENT",-78.293606,-0.529909
"1745",10,"PRESENT",-78.319208,-0.458148
"1746",10,"PRESENT",-78.252207,-0.497089
"1747",31451,"PRESENT",-78.340829,-0.500014
"1748",31451,"PRESENT",-78.26928,-0.406811
"1749",31451,"PRESENT",-78.202533,-0.348513
"1750",31451,"PRESENT",-78.365555,-0.594763
"1751",31451,"PRESENT",-78.294917,-0.477937
"1752",29798,"PRESENT",-66.76336,-26.986141
"1753",31451,"PRESENT",-78.315917,-0.552428
"1754",NA,"PRESENT",-78.37785,-0.633665
"1755",NA,"PRESENT",-78.22778,-0.536286
"1756",NA,"PRESENT",-70.49447,-28.60414
"1757",NA,"PRESENT",-63.841553,-18.054478
"1758",NA,"PRESENT",-78.2822,-0.267404
"1759",NA,"PRESENT",-75.80484,-12.272861
"1760",NA,"PRESENT",-76.59794,-12.146583
"1761",NA,"PRESENT",-78.30656,-0.444445
"1762",NA,"PRESENT",-72.24541,-13.245244
"1763",NA,"PRESENT",-71.76053,-14.02971
"1764",NA,"PRESENT",-72.943,10.364522
"1765",NA,"PRESENT",-65.93891,-25.246248
"1766",NA,"PRESENT",-65.841934,-25.197685
"1767",NA,"PRESENT",-75.48334,4.63657
"1768",NA,"PRESENT",-72.28986,-13.172273
"1769",NA,"PRESENT",-64.9492,-23.636698
"1770",NA,"PRESENT",-73.003975,10.359693
"1771",NA,"PRESENT",-78.285194,-0.490702
"1772",NA,"PRESENT",-78.27555,-0.49224
"1773",NA,"PRESENT",-78.32315,-0.459068
"1774",NA,"PRESENT",-64.901474,-23.681902
"1775",NA,"PRESENT",-73.6527,4.475084
"1776",NA,"PRESENT",-73.72521,4.628775
"1777",NA,"PRESENT",-78.141716,-0.484938
"1778",NA,"PRESENT",-65.40391,-24.11766
"1779",NA,"PRESENT",-71.20883,-13.534884
"1780",NA,"PRESENT",-78.346756,-0.434234
"1781",NA,"PRESENT",-71.81939,-13.97164
"1782",NA,"PRESENT",-78.148285,-0.370314
"1783",NA,"PRESENT",-75.804955,-12.272729
"1784",NA,"PRESENT",-66.32264,-24.231215
"1785",NA,"PRESENT",-75.25905,4.876153
"1786",NA,"PRESENT",-79.4146,-3.2648
"1787",25,"PRESENT",-78.226097,-0.510445
"1788",10,"PRESENT",-78.186607,-0.513947
"1789",1000,"PRESENT",-78.22611,-0.51043
"1790",31451,"PRESENT",-78.32531,-0.409617
"1791",31126,"PRESENT",-76.545043,-11.758694
"1792",31451,"PRESENT",-78.023316,-0.521665
"1793",31451,"PRESENT",-78.037927,-0.475845
"1794",NA,"PRESENT",-67.78687,-29.350388
"1795",NA,"PRESENT",-67.99313,-29.784447
"1796",NA,"PRESENT",-75.48259,4.634384
"1797",NA,"PRESENT",-72.97832,10.36384
"1798",NA,"PRESENT",-76.57619,-11.792773
"1799",NA,"PRESENT",-68.05923,-22.611238
"1800",NA,"PRESENT",-72.46217,-13.525786
"1801",NA,"PRESENT",-65.27154,-25.292805
"1802",NA,"PRESENT",-67.03175,-26.187544
"1803",NA,"PRESENT",-72.36206,-13.215821
"1804",NA,"PRESENT",-75.48348,4.634275
"1805",NA,"PRESENT",-67.621,-27.6815
"1806",NA,"PRESENT",-72.33691,6.537882
"1807",NA,"PRESENT",-78.14407,-0.483915
"1808",NA,"PRESENT",-79.45685,-3.564621
"1809",NA,"PRESENT",-71.96953,-15.611753
"1810",NA,"PRESENT",-79.76447,-6.48757
"1811",NA,"PRESENT",-68.61968,-19.27024
"1812",NA,"PRESENT",-78.309135,-0.474941
"1813",NA,"PRESENT",-76.50627,-11.664298
"1814",NA,"PRESENT",-76.55383,-11.695926
"1815",NA,"PRESENT",-69.25826,-19.751694
"1816",NA,"PRESENT",-66.41427,-24.203127
"1817",NA,"PRESENT",-75.555695,6.209452
"1818",NA,"PRESENT",-64.48154,-24.298607
"1819",NA,"PRESENT",-78.28251,-0.267179
"1820",NA,"PRESENT",-65.1324,-26.0259
"1821",NA,"PRESENT",-69.45328,-18.16496
"1822",NA,"PRESENT",-65.47786,-25.730728
"1823",NA,"PRESENT",-71.80061,-15.633576
"1824",NA,"PRESENT",-65.42781,-24.270922
"1825",NA,"PRESENT",-69.2,-18.63333
"1826",NA,"PRESENT",-69.7604,-28.469322
"1827",NA,"PRESENT",-78.41785,-1.672398
"1828",NA,"PRESENT",-73.716064,-13.431169
"1829",NA,"PRESENT",-76.59638,-11.759016
"1830",NA,"PRESENT",-65.419945,-24.732624
"1831",NA,"PRESENT",-75.94894,-11.688546
"1832",NA,"PRESENT",-67.491844,-29.18038
"1833",25,"PRESENT",-78.271957,-0.492656
"1834",25,"PRESENT",-78.292961,-0.495033
"1835",25,"PRESENT",-78.448479,-0.58694
"1836",31451,"PRESENT",-78.372797,-0.26815
"1837",30810,"PRESENT",-67.911397,-16.561665
"1838",31451,"PRESENT",-78.071341,-0.56843
"1839",31451,"PRESENT",-78.186698,-0.598459
"1840",NA,"PRESENT",-64.960236,-23.143694
"1841",NA,"PRESENT",-66.01979,-26.057083
"1842",NA,"PRESENT",-68.772865,-20.98834
"1843",NA,"PRESENT",-65.466286,-24.119131
"1844",NA,"PRESENT",-65.48792,-24.170744
"1845",NA,"PRESENT",-64.92981,-23.663153
"1846",NA,"PRESENT",-65.46068,-24.120882
"1847",NA,"PRESENT",-75.47959,4.643473
"1848",NA,"PRESENT",-65.81561,-25.179094
"1849",NA,"PRESENT",-64.89541,-23.531956
"1850",NA,"PRESENT",-77.966934,0.703563
"1851",NA,"PRESENT",-75.682144,-12.194294
"1852",NA,"PRESENT",-65.438225,-24.120556
"1853",NA,"PRESENT",-65.319496,-24.193117
"1854",NA,"PRESENT",-72.28192,-13.15673
"1855",NA,"PRESENT",-65.46124,-24.1212
"1856",NA,"PRESENT",-76.27015,-11.561803
"1857",NA,"PRESENT",-76.26871,-11.574423
"1858",NA,"PRESENT",-64.93417,-23.413626
"1859",NA,"PRESENT",-64.94635,-23.473541
"1860",NA,"PRESENT",-64.96737,-23.565771
"1861",NA,"PRESENT",-64.41883,-24.260181
"1862",NA,"PRESENT",-75.47878,4.64007
"1863",NA,"PRESENT",-65.69555,-25.72989
"1864",NA,"PRESENT",-64.90206,-23.68224
"1865",NA,"PRESENT",-65.51396,-24.728172
"1866",NA,"PRESENT",-75.83797,-12.371592
"1867",NA,"PRESENT",-64.93004,-23.67933
"1868",NA,"PRESENT",-75.471825,4.639932
"1869",NA,"PRESENT",-64.41831,-24.260078
"1870",NA,"PRESENT",-64.419174,-24.259838
"1871",NA,"PRESENT",-76.45688,2.379593
"1872",NA,"PRESENT",-72.809944,-13.44267
"1873",NA,"PRESENT",-76.458496,2.379833
"1874",NA,"PRESENT",-67.714966,-29.347578
"1875",NA,"PRESENT",-78.31928,-0.458076
"1876",NA,"PRESENT",-65.4125,-24.696112
"1877",NA,"PRESENT",-76.59751,-11.760923
"1878",NA,"PRESENT",-72.551636,-13.440339
"1879",NA,"PRESENT",-72.51192,-13.500275
"1880",NA,"PRESENT",-72.543335,-13.457793
"1881",NA,"PRESENT",-65.8122,-25.181517
"1882",NA,"PRESENT",-65.88566,-25.275303
"1883",NA,"PRESENT",-65.87747,-25.326979
"1884",NA,"PRESENT",-65.8541,-25.17175
"1885",NA,"PRESENT",-75.446884,4.729466
"1886",NA,"PRESENT",-65.00003,-23.557343
"1887",NA,"PRESENT",-65.0076,-23.555185
"1888",NA,"PRESENT",-64.42832,-18.099726
"1889",NA,"PRESENT",-71.984406,-15.623967
"1890",NA,"PRESENT",-65.84814,-25.173248
"1891",NA,"PRESENT",-72.55124,-13.440844
"1892",NA,"PRESENT",-71.33796,-16.227802
"1893",NA,"PRESENT",-73.80636,4.711155
"1894",NA,"PRESENT",-72.55181,-13.439131
"1895",NA,"PRESENT",-71.59392,-15.686541
"1896",NA,"PRESENT",-71.85655,-15.638967
"1897",NA,"PRESENT",-71.941086,-15.612707
"1898",NA,"PRESENT",-66.997765,-25.495626
"1899",NA,"PRESENT",-78.58496,-0.111695
"1900",NA,"PRESENT",-65.90505,-28.17505
"1901",NA,"PRESENT",-78.255615,-0.083496
"1902",NA,"PRESENT",-71.84931,-13.761044
"1903",25,"PRESENT",-78.319267,-0.458093
"1904",48,"PRESENT",-78.478475,-0.608571
"1905",29822,"PRESENT",-65.92304,-26.790582
"1906",30258,"PRESENT",-65.219545,-22.621731
"1907",NA,"PRESENT",-72.72102,6.9427
"1908",NA,"PRESENT",-77.20716,-9.872959
"1909",NA,"PRESENT",-71.9059,-15.611348
"1910",NA,"PRESENT",-64.82611,-19.08831
"1911",NA,"PRESENT",-75.80603,-12.271846
"1912",NA,"PRESENT",-78.445816,-1.100726
"1913",NA,"PRESENT",-78.47356,-0.613105
"1914",NA,"PRESENT",-76.09131,-11.016688
"1915",NA,"PRESENT",-66.33199,-17.275337
"1916",NA,"PRESENT",-75.36649,-14.474402
"1917",NA,"PRESENT",-64.28089,-18.934484
"1918",NA,"PRESENT",-72.4781,6.409915
"1919",NA,"PRESENT",-75.80006,-12.181088
"1920",NA,"PRESENT",-63.45866,-21.281416
"1921",NA,"PRESENT",-64.85231,-23.729591
"1922",NA,"PRESENT",-71.86489,-15.610187
"1923",NA,"PRESENT",-72.712715,6.947452
"1924",NA,"PRESENT",-63.732727,-20.924187
"1925",NA,"PRESENT",-65.77087,-24.677397
"1926",NA,"PRESENT",-65.17495,-22.434692
"1927",NA,"PRESENT",-72.64195,7.268492
"1928",NA,"PRESENT",-65.88116,-25.24924
"1929",NA,"PRESENT",-63.863808,-18.143612
"1930",NA,"PRESENT",-72.23325,-13.188854
"1931",NA,"PRESENT",-64.98587,-23.35482
"1932",NA,"PRESENT",-64.97472,-23.354557
"1933",NA,"PRESENT",-65.00849,-23.36356
"1934",NA,"PRESENT",-65.02052,-23.294994
"1935",NA,"PRESENT",-78.35137,0.441784
"1936",NA,"PRESENT",-65.118324,-22.533356
"1937",NA,"PRESENT",-65.1028,-22.480871
"1938",NA,"PRESENT",-72.92149,10.440741
"1939",NA,"PRESENT",-72.44455,6.408862
"1940",NA,"PRESENT",-78.0835,0.092444
"1941",NA,"PRESENT",-71.18283,-13.820741
"1942",NA,"PRESENT",-65.13179,-19.193184
"1943",NA,"PRESENT",-66.33333,-17.276217
"1944",NA,"PRESENT",-72.45292,-13.59923
"1945",NA,"PRESENT",-65.760056,-24.731016
"1946",NA,"PRESENT",-66.195,-17.1615
"1947",NA,"PRESENT",-63.647133,-18.120964
"1948",NA,"PRESENT",-72.55854,-13.552915
"1949",NA,"PRESENT",-65.838356,-25.163252
"1950",NA,"PRESENT",-77.31746,-7.97125
"1951",NA,"PRESENT",-78.334984,-8.614867
"1952",NA,"PRESENT",-77.40615,-7.64399
"1953",NA,"PRESENT",-64.93348,-19.174314
"1954",NA,"PRESENT",-66.202,-27.98225
"1955",NA,"PRESENT",-71.9051,-15.610934
"1956",NA,"PRESENT",-72.48025,-13.573656
"1957",NA,"PRESENT",-65.493484,-28.397781
"1958",NA,"PRESENT",-77.80875,-6.824083
"1959",NA,"PRESENT",-64.942245,-23.459675
"1960",NA,"PRESENT",-78.43297,-1.333296
"1961",NA,"PRESENT",-65.72638,-25.156578
"1962",NA,"PRESENT",-66.35632,-25.283487
"1963",NA,"PRESENT",-65.66287,-24.920427
"1964",NA,"PRESENT",-72.28914,-13.171478
"1965",NA,"PRESENT",-72.47177,-13.555087
"1966",NA,"PRESENT",-65.85273,-25.178644
"1967",NA,"PRESENT",-72.47044,-13.555024
"1968",NA,"PRESENT",-76.03256,-12.064955
"1969",NA,"PRESENT",-65.87979,-25.241768
"1970",NA,"PRESENT",-76.55536,-11.696246
"1971",NA,"PRESENT",-65.92322,-26.218279
"1972",NA,"PRESENT",-65.67985,-25.670599
"1973",NA,"PRESENT",-65.697174,-25.727772
"1974",NA,"PRESENT",-71.07613,-13.787914
"1975",NA,"PRESENT",-71.03187,-13.830696
"1976",NA,"PRESENT",-71.03773,-13.801593
"1977",NA,"PRESENT",-71.04233,-13.81709
"1978",NA,"PRESENT",-65.76141,-26.739838
"1979",NA,"PRESENT",-65.722115,-26.805475
"1980",NA,"PRESENT",-71.97643,-15.596239
"1981",NA,"PRESENT",-65.72864,-26.780704
"1982",NA,"PRESENT",-64.93367,-23.410854
"1983",NA,"PRESENT",-72.853004,-13.40501
"1984",NA,"PRESENT",-65.30716,-24.765553
"1985",NA,"PRESENT",-65.30842,-24.765348
"1986",NA,"PRESENT",-78.06925,-0.533968
"1987",NA,"PRESENT",-72.05248,-13.140344
"1988",NA,"PRESENT",-66.35565,-25.283485
"1989",NA,"PRESENT",-71.893486,-15.609218
"1990",NA,"PRESENT",-79.458496,-3.564209
"1991",NA,"PRESENT",-72.71461,6.948825
"1992",NA,"PRESENT",-72.717316,6.964984
"1993",NA,"PRESENT",-71.90688,-15.611768
"1994",NA,"PRESENT",-72.7332,6.9571
"1995",NA,"PRESENT",-71.84346,-13.413248
"1996",NA,"PRESENT",-75.32691,5.001912
"1997",NA,"PRESENT",-63.821053,-18.176876
"1998",NA,"PRESENT",-64.72662,-18.07656
"1999",NA,"PRESENT",-76.26722,-11.706914
"2000",NA,"PRESENT",-71.82914,-15.621484
"2001",NA,"PRESENT",-64.72189,-22.281025
"2002",NA,"PRESENT",-75.40831,4.875771
"2003",NA,"PRESENT",-72.52535,-13.155157
"2004",NA,"PRESENT",-65.99915,-27.390083
"2005",47,"PRESENT",-78.358912,0.312422
"2006",31451,"PRESENT",-78.32591,0.243588
"2007",31438,"PRESENT",-76.464865,2.329225
"2008",31451,"PRESENT",-78.243341,0.371124
"2009",31451,"PRESENT",-78.426522,0.107602
"2010",31451,"PRESENT",-78.088464,0.189714
"2011",31394,"PRESENT",-75.3288,4.954611
"2012",68218,"PRESENT",-78.031468,0.259619
"2013",NA,"PRESENT",-77.94387,0.802382
"2014",NA,"PRESENT",-72.50465,-13.574146
"2015",NA,"PRESENT",-72.27436,-13.158434
"2016",NA,"PRESENT",-72.29188,-13.191044
"2017",NA,"PRESENT",-78.31518,-0.468229
"2018",NA,"PRESENT",-65.51925,-23.729551
"2019",NA,"PRESENT",-75.51901,4.638447
"2020",NA,"PRESENT",-65.51926,-23.72966
"2021",NA,"PRESENT",-63.80464,-18.359673
"2022",NA,"PRESENT",-78.46787,-0.61925
"2023",NA,"PRESENT",-78.47921,-0.633304
"2024",NA,"PRESENT",-64.90056,-18.446203
"2025",NA,"PRESENT",-65.47427,-23.829754
"2026",NA,"PRESENT",-72.28036,-13.139601
"2027",NA,"PRESENT",-78.30513,-0.454461
"2028",NA,"PRESENT",-72.47618,-13.571894
"2029",NA,"PRESENT",-64.4188,-24.260195
"2030",NA,"PRESENT",-75.77478,4.39922
"2031",NA,"PRESENT",-72.280304,-13.290326
"2032",NA,"PRESENT",-63.59806,-18.10521
"2033",NA,"PRESENT",-75.343796,4.971602
"2034",NA,"PRESENT",-65.09377,-24.736343
"2035",NA,"PRESENT",-66.77951,-28.613588
"2036",NA,"PRESENT",-75.34454,4.936986
"2037",NA,"PRESENT",-72.288475,-13.128514
"2038",NA,"PRESENT",-66.977425,-27.4266
"2039",NA,"PRESENT",-64.895775,-24.66274
"2040",NA,"PRESENT",-64.71118,-17.837587
"2041",NA,"PRESENT",-72.48024,-13.573653
"2042",NA,"PRESENT",-63.64706,-18.120157
"2043",NA,"PRESENT",-63.8299,-18.17366
"2044",NA,"PRESENT",-64.60767,-17.87676
"2045",NA,"PRESENT",-65.901344,-28.079748
"2046",NA,"PRESENT",-65.285995,-25.293129
"2047",NA,"PRESENT",-66.9167,-22.5833
"2048",NA,"PRESENT",-72.51016,-13.518953
"2049",NA,"PRESENT",-72.470825,-13.519074
"2050",NA,"PRESENT",-72.67963,-15.053903
"2051",NA,"PRESENT",-75.39702,4.66237
"2052",NA,"PRESENT",-75.46554,4.674629
"2053",NA,"PRESENT",-79.44,-5.789941
"2054",NA,"PRESENT",-65.61479,-28.102194
"2055",NA,"PRESENT",-75.38312,4.837334
"2056",NA,"PRESENT",-70.70028,-16.981112
"2057",NA,"PRESENT",-72.221275,-13.124073
"2058",NA,"PRESENT",-78.4491,-0.587916
"2059",NA,"PRESENT",-63.75955,-18.316425
"2060",NA,"PRESENT",-64.62375,-18.089983
"2061",NA,"PRESENT",-71.411255,-16.055252
"2062",NA,"PRESENT",-72.544975,-13.163131
"2063",NA,"PRESENT",-70.63666,-16.907614
"2064",NA,"PRESENT",-66.7494,-28.71103
"2065",NA,"PRESENT",-78.31247,-0.444899
"2066",NA,"PRESENT",-71.60852,-15.653453
"2067",NA,"PRESENT",-71.39164,-16.398088
"2068",30870,"PRESENT",-71.847617,-15.786143
"2069",30870,"PRESENT",-71.942108,-15.694869
"2070",30870,"PRESENT",-71.825751,-15.637568
"2071",30870,"PRESENT",-71.852165,-15.793395
"2072",29631,"PRESENT",-67.09666,-28.2711
"2073",29607,"PRESENT",-67.199394,-28.518077
"2074",29631,"PRESENT",-67.182585,-28.245276
"2075",30870,"PRESENT",-71.922891,-15.724372
"2076",30870,"PRESENT",-72.160635,-15.738931
"2077",31451,"PRESENT",-78.067587,-0.474053
"2078",31020,"PRESENT",-72.803695,-13.421227
"2079",NA,"PRESENT",-76.59674,-11.71489
"2080",NA,"PRESENT",-76.24908,-11.59418
"2081",NA,"PRESENT",-72.10715,-13.10342
"2082",NA,"PRESENT",-72.28619,-13.172046
"2083",NA,"PRESENT",-72.28884,-13.12748
"2084",NA,"PRESENT",-72.27838,-13.158724
"2085",NA,"PRESENT",-72.28607,-13.172182
"2086",NA,"PRESENT",-67.976006,-16.559544
"2087",NA,"PRESENT",-72.546165,-13.163607
"2088",NA,"PRESENT",-72.89136,-13.571195
"2089",NA,"PRESENT",-71.90593,-15.611099
"2090",NA,"PRESENT",-70.73714,-29.257566
"2091",NA,"PRESENT",-73.72615,4.627485
"2092",NA,"PRESENT",-65.834656,-25.164701
"2093",NA,"PRESENT",-76.36293,-11.401859
"2094",NA,"PRESENT",-75.46114,4.677492
"2095",NA,"PRESENT",-77.80539,-6.762827
"2096",NA,"PRESENT",-64.45322,-24.274792
"2097",NA,"PRESENT",-64.44086,-24.266342
"2098",NA,"PRESENT",-65.58777,-22.920084
"2099",NA,"PRESENT",-65.471016,-23.861534
"2100",NA,"PRESENT",-64.39849,-24.095497
"2101",NA,"PRESENT",-64.95368,-23.618263
"2102",NA,"PRESENT",-64.96538,-23.595512
"2103",NA,"PRESENT",-64.86689,-23.699896
"2104",NA,"PRESENT",-64.90138,-23.681152
"2105",NA,"PRESENT",-65.420135,-24.700571
"2106",NA,"PRESENT",-77.52544,-9.530101
"2107",NA,"PRESENT",-69.48012,-19.898954
"2108",NA,"PRESENT",-67.56698,-27.333712
"2109",NA,"PRESENT",-71.8149,-15.630309
"2110",NA,"PRESENT",-65.45956,-24.397955
"2111",NA,"PRESENT",-65.485725,-24.399244
"2112",NA,"PRESENT",-65.52856,-24.397678
"2113",NA,"PRESENT",-65.54336,-24.41543
"2114",NA,"PRESENT",-65.54326,-24.415218
"2115",NA,"PRESENT",-65.55263,-24.38919
"2116",NA,"PRESENT",-77.798615,-6.750278
"2117",NA,"PRESENT",-64.937325,-23.648584
"2118",NA,"PRESENT",-65.097374,-21.993319
"2119",NA,"PRESENT",-76.543724,3.447293
"2120",NA,"PRESENT",-64.203,-21.5118
"2121",NA,"PRESENT",-65.75116,-26.746706
"2122",NA,"PRESENT",-65.47474,-24.901455
"2123",NA,"PRESENT",-73.055984,-13.095927
"2124",NA,"PRESENT",-77.80313,-6.723801
"2125",NA,"PRESENT",-78.25145,-0.496944
"2126",NA,"PRESENT",-78.29301,-0.495001
"2127",NA,"PRESENT",-69.58122,-18.24696
"2128",NA,"PRESENT",-78.2257,-0.511819
"2129",NA,"PRESENT",-65.259476,-19.032911
"2130",NA,"PRESENT",-66.001076,-26.485758
"2131",NA,"PRESENT",-64.900764,-23.680498
"2132",NA,"PRESENT",-79.73535,-6.090142
"2133",NA,"PRESENT",-71.50952,-16.277819
"2134",NA,"PRESENT",-63.598866,-18.103886
"2135",NA,"PRESENT",-65.37292,-23.595135
"2136",NA,"PRESENT",-71.20824,-13.901171
"2137",NA,"PRESENT",-75.489044,4.63758
"2138",NA,"PRESENT",-76.30582,-11.557204
"2139",NA,"PRESENT",-71.94945,-15.611004
"2140",NA,"PRESENT",-75.57261,4.640396
"2141",25,"PRESENT",-76.434662,-11.62858
"2142",10,"PRESENT",-71.991731,-15.616437
"2143",25,"PRESENT",-78.319283,-0.458135
"2144",25,"PRESENT",-78.246201,-0.497979
"2145",25,"PRESENT",-78.28833,-0.491208
"2146",31450,"PRESENT",-78.501813,-0.794226
"2147",29680,"PRESENT",-65.864075,-27.856399
"2148",30994,"PRESENT",-71.299545,-13.972093
"2149",31451,"PRESENT",-78.235382,-0.445594
"2150",30870,"PRESENT",-71.955126,-15.717106
"2151",31451,"PRESENT",-78.263334,-0.451862
"2152",30870,"PRESENT",-71.912378,-15.723255
"2153",30870,"PRESENT",-71.971926,-15.692656
"2154",30870,"PRESENT",-72.182204,-15.61842
"2155",31020,"PRESENT",-71.971529,-13.414108
"2156",NA,"PRESENT",-64.86877,-23.08569
"2157",NA,"PRESENT",-76.45276,2.382981
"2158",NA,"PRESENT",-71.92869,-15.609388
"2159",NA,"PRESENT",-78.27128,-0.268477
"2160",NA,"PRESENT",-78.26229,-0.267569
"2161",NA,"PRESENT",-78.25569,-0.269731
"2162",NA,"PRESENT",-64.93713,-23.648407
"2163",NA,"PRESENT",-79.54038,-5.882317
"2164",NA,"PRESENT",-78.56231,-0.163472
"2165",NA,"PRESENT",-77.652954,-9.080082
"2166",NA,"PRESENT",-78.28178,-0.491093
"2167",NA,"PRESENT",-64.94974,-23.618803
"2168",NA,"PRESENT",-64.418945,-24.260212
"2169",NA,"PRESENT",-64.418915,-24.260122
"2170",NA,"PRESENT",-64.420715,-24.27655
"2171",NA,"PRESENT",-68.205696,-28.753202
"2172",NA,"PRESENT",-63.59848,-18.10525
"2173",NA,"PRESENT",-74.803505,-11.706703
"2174",NA,"PRESENT",-78.21073,-0.553387
"2175",NA,"PRESENT",-65.504524,-24.722849
"2176",NA,"PRESENT",-77.79818,-6.728028
"2177",NA,"PRESENT",-64.20178,-18.794308
"2178",NA,"PRESENT",-72.332565,-13.125378
"2179",NA,"PRESENT",-64.44015,-24.267162
"2180",NA,"PRESENT",-65.94751,-25.232704
"2181",NA,"PRESENT",-64.66587,-17.82745
"2182",NA,"PRESENT",-67.565636,-29.133045
"2183",NA,"PRESENT",-68.86569,-21.085785
"2184",NA,"PRESENT",-68.129684,-26.913607
"2185",NA,"PRESENT",-64.72275,-22.378143
"2186",NA,"PRESENT",-65.13551,-18.950737
"2187",NA,"PRESENT",-65.66022,-25.231096
"2188",NA,"PRESENT",-75.42333,4.87778
"2189",NA,"PRESENT",-65.28289,-18.71664
"2190",NA,"PRESENT",-71.894745,-15.606971
"2191",NA,"PRESENT",-72.560295,-13.35575
"2192",NA,"PRESENT",-76.450005,2.383312
"2193",NA,"PRESENT",-75.42321,4.877743
"2194",NA,"PRESENT",-72.57339,-13.386819
"2195",NA,"PRESENT",-72.558395,-13.433217
"2196",NA,"PRESENT",-72.298515,-13.144646
"2197",NA,"PRESENT",-63.598083,-18.105335
"2198",NA,"PRESENT",-72.280815,-13.162239
"2199",NA,"PRESENT",-73.85944,-15.195348
"2200",NA,"PRESENT",-77.88174,-6.772421
"2201",NA,"PRESENT",-77.79618,-6.739868
"2202",NA,"PRESENT",-74.06953,11.104063
"2203",NA,"PRESENT",-71.98169,-13.509826
"2204",NA,"PRESENT",-76.36584,-11.595321
"2205",NA,"PRESENT",-73.48155,-14.254618
"2206",NA,"PRESENT",-66.72132,-28.712517
"2207",25,"PRESENT",-78.44532,-0.560213
"2208",25,"PRESENT",-71.907928,-15.612955
"2209",25,"PRESENT",-71.961006,-15.625243
"2210",25,"PRESENT",-71.977841,-15.61269
"2211",25,"PRESENT",-71.969933,-15.610382
"2212",25,"PRESENT",-71.977257,-15.614053
"2213",25,"PRESENT",-71.979057,-15.619234
"2214",25,"PRESENT",-71.986542,-15.619192
"2215",25,"PRESENT",-71.90583,-15.611018
"2216",25,"PRESENT",-71.911232,-15.615974
"2217",31448,"PRESENT",-78.521182,-1.090076
"2218",29936,"PRESENT",-66.111118,-25.674183
"2219",30003,"PRESENT",-65.861524,-25.127453
"2220",31451,"PRESENT",-78.320326,-0.549745
"2221",31451,"PRESENT",-78.322649,-0.405653
