"","coordinateUncertaintyInMeters","occurrenceStatus","decimalLongitude","decimalLatitude"
"1141",31394,"PRESENT",-75.539319,4.816082
"1142",31394,"PRESENT",-75.446517,4.978322
"1143",31451,"PRESENT",-78.301204,-0.300896
"1144",24,"PRESENT",-78.319263,-0.458107
"1145",16,"PRESENT",-78.310293,-0.451527
"1146",32,"PRESENT",-78.31789,-0.453283
"1147",4,"PRESENT",-71.905889,-15.611146
"1148",NA,"PRESENT",-76.60141,-11.910332
"1149",NA,"PRESENT",-64.470695,-25.224724
"1150",NA,"PRESENT",-65.80388,-26.694574
"1151",NA,"PRESENT",-65.81777,-26.671457
"1152",NA,"PRESENT",-76.59608,-11.759075
"1153",NA,"PRESENT",-68.86578,-21.085815
"1154",NA,"PRESENT",-78.22986,-0.537806
"1155",NA,"PRESENT",-68.4441,-15.0005
"1156",NA,"PRESENT",-68.886,-15.1888
"1157",NA,"PRESENT",-66.398186,-28.804443
"1158",NA,"PRESENT",-69.08718,-18.798864
"1159",NA,"PRESENT",-72.369675,6.400997
"1160",NA,"PRESENT",-77.95435,0.811318
"1161",NA,"PRESENT",-78.252846,-0.285435
"1162",NA,"PRESENT",-70.84548,-29.156397
"1163",NA,"PRESENT",-77.954506,0.811151
"1164",NA,"PRESENT",-65.67101,-24.897406
"1165",NA,"PRESENT",-72.57316,-13.398756
"1166",NA,"PRESENT",-72.54087,-13.456552
"1167",NA,"PRESENT",-71.692764,-14.008312
"1168",NA,"PRESENT",-75.38349,4.837425
"1169",NA,"PRESENT",-78.00968,0.008452
"1170",NA,"PRESENT",-65.39579,-28.385334
"1171",NA,"PRESENT",-65.43741,-24.3275
"1172",NA,"PRESENT",-77.954575,0.811125
"1173",NA,"PRESENT",-69.03339,-18.803022
"1174",NA,"PRESENT",-78.15091,-0.34385
"1175",NA,"PRESENT",-72.53361,-13.491025
"1176",NA,"PRESENT",-78.561905,-0.10849
"1177",NA,"PRESENT",-78.1191,-0.156132
"1178",NA,"PRESENT",-73.89787,10.897688
"1179",NA,"PRESENT",-73.927284,10.904079
"1180",NA,"PRESENT",-77.05312,-10.199273
"1181",NA,"PRESENT",-77.07354,-10.160823
"1182",NA,"PRESENT",-64.4897,-24.302927
"1183",NA,"PRESENT",-78.43852,-0.657006
"1184",NA,"PRESENT",-75.48043,4.639425
"1185",NA,"PRESENT",-66.11675,-27.448906
"1186",NA,"PRESENT",-65.559,-25.438
"1187",NA,"PRESENT",-67.96237,-27.705416
"1188",NA,"PRESENT",-68.3815,-28.665398
"1189",NA,"PRESENT",-68.143654,-29.341671
"1190",NA,"PRESENT",-67.23535,-28.479757
"1191",NA,"PRESENT",-67.06811,-28.34459
"1192",NA,"PRESENT",-66.95391,-27.407812
"1193",NA,"PRESENT",-72.08542,-15.627357
"1194",31020,"PRESENT",-71.852363,-13.404293
"1195",25,"PRESENT",-78.323067,-0.459081
"1196",29775,"PRESENT",-65.602704,-27.011172
"1197",30870,"PRESENT",-71.933175,-15.789632
"1198",31451,"PRESENT",-78.110588,-0.416248
"1199",30748,"PRESENT",-66.282403,-17.351949
"1200",31398,"PRESENT",-75.42877,4.778687
"1201",NA,"PRESENT",-73.97923,-14.32959
"1202",NA,"PRESENT",-72.26758,-13.262403
"1203",NA,"PRESENT",-68.837074,-28.47616
"1204",NA,"PRESENT",-66.9487,-27.698593
"1205",NA,"PRESENT",-72.352844,6.481602
"1206",NA,"PRESENT",-66.285446,-17.299612
"1207",NA,"PRESENT",-65.77815,-26.671091
"1208",NA,"PRESENT",-75.415565,4.672488
"1209",NA,"PRESENT",-75.38505,4.66768
"1210",NA,"PRESENT",-65.116066,-24.748247
"1211",NA,"PRESENT",-64.6731,-19.091488
"1212",NA,"PRESENT",-64.88605,-23.685625
"1213",NA,"PRESENT",-78.85742,-1.238045
"1214",NA,"PRESENT",-75.4293,4.907286
"1215",NA,"PRESENT",-71.86909,-15.609417
"1216",NA,"PRESENT",-64.892975,-23.685368
"1217",NA,"PRESENT",-65.69531,-24.887863
"1218",NA,"PRESENT",-76.46855,-11.939679
"1219",NA,"PRESENT",-76.47549,-11.931012
"1220",NA,"PRESENT",-75.47123,4.630472
"1221",NA,"PRESENT",-75.54338,4.725622
"1222",NA,"PRESENT",-71.40505,-16.405542
"1223",NA,"PRESENT",-69.045586,-20.7999
"1224",NA,"PRESENT",-76.55128,-11.692179
"1225",NA,"PRESENT",-65.11728,-18.77656
"1226",NA,"PRESENT",-73.75294,4.529615
"1227",NA,"PRESENT",-75.48639,4.93878
"1228",NA,"PRESENT",-78.15156,-0.364685
"1229",NA,"PRESENT",-78.246605,-0.496983
"1230",NA,"PRESENT",-72.47215,-13.555757
"1231",NA,"PRESENT",-64.792404,-19.363947
"1232",NA,"PRESENT",-65.74331,-26.957489
"1233",NA,"PRESENT",-66.16247,-25.119532
"1234",NA,"PRESENT",-65.799,-26.70518
"1235",NA,"PRESENT",-72.75661,6.914043
"1236",NA,"PRESENT",-66.327614,-26.998451
"1237",NA,"PRESENT",-66.833046,-27.103117
"1238",NA,"PRESENT",-78.425476,-0.903676
"1239",NA,"PRESENT",-65.85284,-25.184265
"1240",NA,"PRESENT",-79.34743,-3.380866
"1241",NA,"PRESENT",-74.75032,-14.856975
"1242",NA,"PRESENT",-74.07937,-14.59933
"1243",NA,"PRESENT",-73.9619,-14.387992
"1244",NA,"PRESENT",-73.90787,-14.346931
"1245",NA,"PRESENT",-72.26661,-13.25942
"1246",NA,"PRESENT",-78.31104,-0.472558
"1247",NA,"PRESENT",-78.225525,-0.538517
"1248",NA,"PRESENT",-71.78579,-13.969163
"1249",NA,"PRESENT",-72.85401,-13.403226
"1250",NA,"PRESENT",-64.4923,-21.259174
"1251",NA,"PRESENT",-72.58478,-13.37897
"1252",NA,"PRESENT",-72.92801,10.086652
"1253",NA,"PRESENT",-76.55871,3.448514
"1254",NA,"PRESENT",-65.7,-26.85
"1255",NA,"PRESENT",-65.707466,-26.83644
"1256",NA,"PRESENT",-65.91488,-26.588911
"1257",NA,"PRESENT",-65.398865,-25.28599
"1258",NA,"PRESENT",-72.90827,10.095302
"1259",NA,"PRESENT",-65.86523,-28.445694
"1260",NA,"PRESENT",-65.45847,-22.098942
"1261",NA,"PRESENT",-78.22529,-0.539226
"1262",NA,"PRESENT",-66.06033,-28.684166
"1263",NA,"PRESENT",-65.65948,-26.972946
"1264",NA,"PRESENT",-78.3498,-0.234846
"1265",31451,"PRESENT",-78.380776,-0.538841
"1266",5,"PRESENT",-78.323209,-0.458967
"1267",10,"PRESENT",-78.323213,-0.459309
"1268",10,"PRESENT",-78.281715,-0.491095
"1269",5,"PRESENT",-78.320296,-0.457963
"1270",100,"PRESENT",-71.906688,-15.611275
"1271",31451,"PRESENT",-78.573388,-0.533379
"1272",31398,"PRESENT",-75.420203,4.640933
"1273",30298,"PRESENT",-65.248789,-22.204522
"1274",31398,"PRESENT",-75.218431,4.61906
"1275",31126,"PRESENT",-76.478679,-11.606881
"1276",31450,"PRESENT",-78.507228,-0.614316
"1277",31451,"PRESENT",-78.056716,-0.540387
"1278",31451,"PRESENT",-78.338691,-0.482834
"1279",NA,"PRESENT",-69.071884,-18.881117
"1280",NA,"PRESENT",-78.32323,-0.459146
"1281",NA,"PRESENT",-75.338745,4.915918
"1282",NA,"PRESENT",-73.861176,4.742273
"1283",NA,"PRESENT",-72.33832,-15.48611
"1284",NA,"PRESENT",-65.48923,-24.169859
"1285",NA,"PRESENT",-72.29579,-13.200535
"1286",NA,"PRESENT",-65.51576,-24.758781
"1287",NA,"PRESENT",-75.460045,4.63232
"1288",NA,"PRESENT",-69.09114,-18.876862
"1289",NA,"PRESENT",-65.484375,-24.129086
"1290",NA,"PRESENT",-78.46386,-1.664201
"1291",NA,"PRESENT",-66.39057,-17.252398
"1292",NA,"PRESENT",-65.200066,-23.158049
"1293",NA,"PRESENT",-78.26434,-0.489554
"1294",NA,"PRESENT",-65.81718,-26.660917
"1295",NA,"PRESENT",-75.345116,4.93657
"1296",NA,"PRESENT",-66.853775,-27.237537
"1297",NA,"PRESENT",-66.374855,-27.007898
"1298",NA,"PRESENT",-67.03271,-27.659138
"1299",NA,"PRESENT",-75.45351,4.625071
"1300",NA,"PRESENT",-64.91758,-19.201447
"1301",NA,"PRESENT",-65.85074,-26.62939
"1302",NA,"PRESENT",-78.37543,-0.371551
"1303",NA,"PRESENT",-65.30082,-25.299143
"1304",NA,"PRESENT",-65.43513,-23.660383
"1305",NA,"PRESENT",-78.26927,-0.492489
"1306",NA,"PRESENT",-75.40773,4.659838
"1307",NA,"PRESENT",-78.22555,-0.511228
"1308",NA,"PRESENT",-70.73834,-29.256222
"1309",NA,"PRESENT",-68.165665,-27.559
"1310",NA,"PRESENT",-77.95659,0.26753
"1311",NA,"PRESENT",-65.293594,-25.298662
"1312",NA,"PRESENT",-78.23162,-0.522306
"1313",NA,"PRESENT",-78.14921,-0.362359
"1314",NA,"PRESENT",-72.301575,-13.142868
"1315",NA,"PRESENT",-72.30203,-13.138344
"1316",NA,"PRESENT",-75.4224,4.889139
"1317",NA,"PRESENT",-68.59816,-21.835257
"1318",NA,"PRESENT",-78.076,-0.37816
"1319",NA,"PRESENT",-65.19325,-23.197674
"1320",NA,"PRESENT",-75.56674,4.640633
"1321",NA,"PRESENT",-72.479546,-13.572498
"1322",NA,"PRESENT",-65.63872,-28.119396
"1323",NA,"PRESENT",-79.46944,-3.564089
"1324",NA,"PRESENT",-75.42483,4.675619
"1325",25,"PRESENT",-76.43457,-11.628318
"1326",100,"PRESENT",-72.667079,-13.524681
"1327",30133,"PRESENT",-65.445894,-23.949699
"1328",31438,"PRESENT",-76.449518,2.281182
"1329",NA,"PRESENT",-71.67597,-15.671158
"1330",NA,"PRESENT",-65.81785,-26.671532
"1331",NA,"PRESENT",-64.853645,-23.753664
"1332",NA,"PRESENT",-78.2416,-0.505579
"1333",NA,"PRESENT",-71.69386,-14.019839
"1334",NA,"PRESENT",-69.37126,-18.325298
"1335",NA,"PRESENT",-73.81502,4.714141
"1336",NA,"PRESENT",-72.30034,-13.143577
"1337",NA,"PRESENT",-72.29981,-13.142442
"1338",NA,"PRESENT",-72.055176,-13.324244
"1339",NA,"PRESENT",-72.29984,-13.142318
"1340",NA,"PRESENT",-76.51631,-11.656115
"1341",NA,"PRESENT",-76.45664,-11.646459
"1342",NA,"PRESENT",-76.461754,-11.651557
"1343",NA,"PRESENT",-72.84074,6.718616
"1344",NA,"PRESENT",-75.48766,4.637796
"1345",NA,"PRESENT",-64.87899,-23.691532
"1346",NA,"PRESENT",-65.48623,-24.114784
"1347",NA,"PRESENT",-65.43752,-24.327644
"1348",NA,"PRESENT",-65.24372,-22.873625
"1349",NA,"PRESENT",-81.11148,-6.050575
"1350",NA,"PRESENT",-65.59186,-23.660437
"1351",NA,"PRESENT",-69.280846,-19.771963
"1352",NA,"PRESENT",-65.25037,-22.73348
"1353",NA,"PRESENT",-78.18381,-0.46306
"1354",NA,"PRESENT",-77.50742,-9.444708
"1355",NA,"PRESENT",-73.7268,4.626691
"1356",NA,"PRESENT",-72.949814,10.36272
"1357",NA,"PRESENT",-70.84531,-29.419418
"1358",NA,"PRESENT",-70.7797,-29.449743
"1359",NA,"PRESENT",-70.80532,-29.438812
"1360",NA,"PRESENT",-65.22409,-24.812809
"1361",NA,"PRESENT",-65.25551,-19.0587
"1362",31344,"PRESENT",-72.867716,6.640461
"1363",31451,"PRESENT",-78.037862,-0.491811
"1364",NA,"PRESENT",-64.418884,-24.260197
"1365",NA,"PRESENT",-65.56068,-25.100018
"1366",NA,"PRESENT",-64.418846,-24.260115
"1367",NA,"PRESENT",-64.41903,-24.26021
"1368",NA,"PRESENT",-65.6426,-24.909468
"1369",NA,"PRESENT",-65.8424,-26.614752
"1370",NA,"PRESENT",-68.67751,-21.634266
"1371",NA,"PRESENT",-65.57315,-25.066782
"1372",NA,"PRESENT",-65.560455,-25.100111
"1373",NA,"PRESENT",-64.78388,-21.939278
"1374",30598,"PRESENT",-65.384098,-19.142951
"1375",NA,"PRESENT",-65.477165,-23.81937
"1376",NA,"PRESENT",-65.51398,-24.728153
"1377",NA,"PRESENT",-65.56083,-25.104626
"1378",NA,"PRESENT",-66.01299,-26.09295
"1379",NA,"PRESENT",-76.44601,2.370496
"1380",NA,"PRESENT",-76.45457,2.381579
"1381",NA,"PRESENT",-65.32999,-24.503395
"1382",NA,"PRESENT",-72.082466,-13.854986
"1383",NA,"PRESENT",-78.4451,-0.341074
"1384",NA,"PRESENT",-65.402794,-24.273481
"1385",NA,"PRESENT",-75.75166,-12.372423
"1386",NA,"PRESENT",-65.76544,-18.12213
"1387",NA,"PRESENT",-75.83412,-12.109323
"1388",NA,"PRESENT",-72.4714,-13.250765
"1389",NA,"PRESENT",-72.44704,-13.264268
"1390",NA,"PRESENT",-75.8309,-12.110998
"1391",NA,"PRESENT",-64.39789,-24.307653
"1392",NA,"PRESENT",-64.401665,-24.296522
"1393",NA,"PRESENT",-64.42005,-24.263828
"1394",NA,"PRESENT",-64.418846,-24.260323
"1395",NA,"PRESENT",-75.41372,4.782214
"1396",NA,"PRESENT",-69.627,-18.404106
"1397",NA,"PRESENT",-65.8042,-25.18748
"1398",NA,"PRESENT",-65.39322,-25.283836
"1399",NA,"PRESENT",-65.73669,-25.002867
"1400",NA,"PRESENT",-65.84948,-28.42122
"1401",NA,"PRESENT",-65.81042,-25.185143
"1402",NA,"PRESENT",-65.46186,-23.87359
"1403",NA,"PRESENT",-75.709045,4.810026
"1404",NA,"PRESENT",-65.3,-24.683332
"1405",NA,"PRESENT",-72.38416,-13.210309
"1406",NA,"PRESENT",-76.45734,2.37927
"1407",NA,"PRESENT",-65.46289,-23.851622
"1408",NA,"PRESENT",-77.534515,-7.779096
"1409",NA,"PRESENT",-65.83991,-25.19351
"1410",NA,"PRESENT",-65.1,-25.92
"1411",NA,"PRESENT",-73.9052,10.899263
"1412",NA,"PRESENT",-65.50787,-24.722443
"1413",NA,"PRESENT",-65.54122,-24.854092
"1414",NA,"PRESENT",-66.31524,-27.620579
"1415",NA,"PRESENT",-73.659935,4.474102
"1416",NA,"PRESENT",-65.51413,-24.728191
"1417",NA,"PRESENT",-65.498024,-24.728426
"1418",NA,"PRESENT",-65.388336,-24.699684
"1419",NA,"PRESENT",-65.51025,-24.728767
"1420",NA,"PRESENT",-69.58798,-18.333874
"1421",NA,"PRESENT",-64.43935,-24.267282
"1422",NA,"PRESENT",-63.842167,-18.172508
"1423",NA,"PRESENT",-69.551674,-27.698456
"1424",NA,"PRESENT",-71.2408,-29.762728
"1425",NA,"PRESENT",-65.50127,-24.729057
"1426",NA,"PRESENT",-65.28751,-24.685652
"1427",NA,"PRESENT",-65.48041,-24.698744
"1428",NA,"PRESENT",-65.884926,-28.172853
"1429",NA,"PRESENT",-64.418945,-24.261406
"1430",NA,"PRESENT",-69.68454,-18.375885
"1431",NA,"PRESENT",-65.63186,-25.165894
"1432",NA,"PRESENT",-66.81444,-28.544046
"1433",NA,"PRESENT",-65.78681,-28.190233
"1434",NA,"PRESENT",-78.70876,-1.167878
"1435",NA,"PRESENT",-78.05061,0.192701
"1436",NA,"PRESENT",-65.22559,-24.81534
"1437",NA,"PRESENT",-64.4189,-24.26017
"1438",NA,"PRESENT",-68.843254,-21.030968
"1439",NA,"PRESENT",-64.399155,-24.099504
"1440",NA,"PRESENT",-78.55665,-0.175084
"1441",NA,"PRESENT",-78.09051,0.246815
"1442",NA,"PRESENT",-64.41884,-24.260233
"1443",NA,"PRESENT",-65.37918,-24.764532
"1444",NA,"PRESENT",-65.370605,-24.762527
"1445",NA,"PRESENT",-65.421295,-24.665031
"1446",NA,"PRESENT",-78.08464,0.182936
"1447",NA,"PRESENT",-64.41878,-24.260288
"1448",NA,"PRESENT",-64.41846,-24.263096
"1449",NA,"PRESENT",-65.6056,-24.7283
"1450",NA,"PRESENT",-65.388885,-25.030636
"1451",NA,"PRESENT",-64.42374,-24.259628
"1452",NA,"PRESENT",-72.32938,-13.609484
"1453",NA,"PRESENT",-72.27564,-13.158185
"1454",NA,"PRESENT",-78.2923,-0.285834
"1455",NA,"PRESENT",-72.28595,-13.134224
"1456",NA,"PRESENT",-65.70588,-24.984344
"1457",NA,"PRESENT",-64.41849,-24.260698
"1458",NA,"PRESENT",-74.73483,-14.849547
"1459",NA,"PRESENT",-78.77819,-1.204613
"1460",NA,"PRESENT",-72.41081,-13.61957
"1461",NA,"PRESENT",-74.139275,-14.691083
"1462",NA,"PRESENT",-79.30961,-6.527803
"1463",NA,"PRESENT",-65.52328,-25.269459
"1464",NA,"PRESENT",-65.587364,-25.261206
"1465",NA,"PRESENT",-65.410286,-25.104856
"1466",NA,"PRESENT",-75.86615,4.792359
"1467",NA,"PRESENT",-64.419464,-24.261515
"1468",NA,"PRESENT",-65.32666,-25.276863
"1469",NA,"PRESENT",-65.29957,-25.300549
"1470",NA,"PRESENT",-65.48264,-24.62951
"1471",NA,"PRESENT",-65.503914,-24.62761
"1472",NA,"PRESENT",-65.51535,-24.62025
"1473",NA,"PRESENT",-65.55614,-25.126667
"1474",NA,"PRESENT",-65.56135,-25.130823
"1475",NA,"PRESENT",-63.53599,-21.264904
"1476",NA,"PRESENT",-65.36434,-24.569706
"1477",NA,"PRESENT",-65.736534,-24.988192
"1478",NA,"PRESENT",-69.587265,-18.280357
"1479",NA,"PRESENT",-78.30158,-0.272252
"1480",NA,"PRESENT",-65.48232,-24.670086
"1481",NA,"PRESENT",-74.14326,-14.649348
"1482",NA,"PRESENT",-74.13212,-14.624838
"1483",NA,"PRESENT",-65.81611,-25.178102
"1484",NA,"PRESENT",-66.233536,-27.56199
"1485",NA,"PRESENT",-78.322975,-0.459514
"1486",NA,"PRESENT",-65.97736,-28.484056
"1487",NA,"PRESENT",-65.76655,-25.10015
"1488",NA,"PRESENT",-64.4189,-24.260273
"1489",NA,"PRESENT",-65.6698,-24.897566
"1490",NA,"PRESENT",-72.72619,6.904059
"1491",NA,"PRESENT",-65.791725,-28.170624
"1492",NA,"PRESENT",-78.4865,-0.44161
"1493",NA,"PRESENT",-73.9666,4.9478
"1494",29727,"PRESENT",-69.890825,-27.489949
"1495",31451,"PRESENT",-78.106604,0.336273
"1496",31451,"PRESENT",-78.592939,-0.121564
"1497",NA,"PRESENT",-65.03898,-25.471403
"1498",NA,"PRESENT",-71.92796,-14.210573
"1499",NA,"PRESENT",-75.24091,4.890315
"1500",NA,"PRESENT",-64.41897,-24.260363
"1501",NA,"PRESENT",-78.69269,-0.279515
"1502",NA,"PRESENT",-64.4189,-24.261509
"1503",NA,"PRESENT",-76.55159,-11.701412
"1504",NA,"PRESENT",-65.48424,-24.677399
"1505",NA,"PRESENT",-76.55934,-11.702718
"1506",NA,"PRESENT",-64.4185,-24.260351
"1507",NA,"PRESENT",-75.472015,4.938118
"1508",NA,"PRESENT",-73.03965,-13.541406
"1509",NA,"PRESENT",-75.475815,4.933074
"1510",NA,"PRESENT",-69.57367,-26.960787
"1511",NA,"PRESENT",-64.40132,-24.296505
"1512",NA,"PRESENT",-75.35053,4.828294
"1513",NA,"PRESENT",-65.38641,-25.062365
"1514",NA,"PRESENT",-63.714394,-18.190218
"1515",NA,"PRESENT",-64.41874,-24.26025
"1516",NA,"PRESENT",-78.483284,-1.289663
"1517",31451,"PRESENT",-78.477322,-0.41008
"1518",31451,"PRESENT",-78.246455,-0.440152
"1519",31451,"PRESENT",-78.282336,-0.588994
"1520",31451,"PRESENT",-78.312117,-0.48026
"1521",31451,"PRESENT",-78.338735,-0.518109
"1522",30632,"PRESENT",-65.29765,-18.724928
"1523",31451,"PRESENT",-78.388958,-0.508533
"1524",31450,"PRESENT",-78.063193,0.677069
"1525",31451,"PRESENT",-78.309166,-0.438257
"1526",31449,"PRESENT",-78.31116,0.870126
"1527",NA,"PRESENT",-66.31118,-17.287224
"1528",NA,"PRESENT",-66.3287,-27.603418
"1529",NA,"PRESENT",-66.31958,-17.278913
"1530",NA,"PRESENT",-65.073296,-25.434715
"1531",NA,"PRESENT",-65.82273,-28.038507
"1532",NA,"PRESENT",-64.475136,-19.487833
"1533",NA,"PRESENT",-76.55647,-11.703394
"1534",NA,"PRESENT",-65.782005,-28.550163
"1535",NA,"PRESENT",-64.45494,-24.281422
"1536",NA,"PRESENT",-64.43465,-24.267357
"1537",NA,"PRESENT",-64.49655,-24.301668
"1538",NA,"PRESENT",-65.48409,-24.10964
"1539",NA,"PRESENT",-75.172264,4.821434
"1540",NA,"PRESENT",-65.78228,-25.185858
"1541",NA,"PRESENT",-75.43331,4.84353
"1542",NA,"PRESENT",-66.9988,-25.093294
"1543",NA,"PRESENT",-78.225586,-0.540649
"1544",NA,"PRESENT",-79.21925,-3.036401
"1545",NA,"PRESENT",-75.47774,4.644175
"1546",NA,"PRESENT",-65.50196,-24.655985
"1547",NA,"PRESENT",-75.475,4.646
"1548",NA,"PRESENT",-76.445335,2.444994
"1549",NA,"PRESENT",-66.8269,-29.17565
"1550",NA,"PRESENT",-75.42729,5.010793
"1551",NA,"PRESENT",-65.37261,-25.188965
"1552",NA,"PRESENT",-64.81045,-18.128107
"1553",NA,"PRESENT",-71.02304,-13.573532
"1554",NA,"PRESENT",-63.46908,-21.271507
"1555",NA,"PRESENT",-65.433334,-24.716667
"1556",NA,"PRESENT",-66.312,-17.316332
"1557",NA,"PRESENT",-67.962585,-16.570456
"1558",NA,"PRESENT",-65.961655,-27.344818
"1559",NA,"PRESENT",-65.79958,-28.118538
"1560",NA,"PRESENT",-72.27429,-13.158887
"1561",NA,"PRESENT",-65.503876,-24.732498
"1562",NA,"PRESENT",-65.823265,-25.176903
"1563",NA,"PRESENT",-65.8671,-25.202045
"1564",NA,"PRESENT",-65.83949,-25.192762
"1565",NA,"PRESENT",-77.607796,-9.043944
"1566",NA,"PRESENT",-65.1856,-18.620268
"1567",NA,"PRESENT",-63.608547,-18.11963
"1568",NA,"PRESENT",-78.32959,-0.453823
"1569",NA,"PRESENT",-64.93174,-23.6797
"1570",NA,"PRESENT",-64.71586,-22.308197
"1571",NA,"PRESENT",-65.50242,-24.731709
"1572",NA,"PRESENT",-65.866455,-25.193146
"1573",NA,"PRESENT",-65.812904,-25.180525
"1574",NA,"PRESENT",-65.74736,-18.080286
"1575",NA,"PRESENT",-65.80565,-25.174967
"1576",NA,"PRESENT",-66.33284,-17.275877
"1577",NA,"PRESENT",-65.870476,-25.092987
"1578",31451,"PRESENT",-78.162595,-0.463505
"1579",31451,"PRESENT",-78.230878,-0.401188
"1580",31451,"PRESENT",-78.309329,-0.469177
"1581",31398,"PRESENT",-75.571773,4.700845
"1582",31451,"PRESENT",-78.087749,-0.49262
"1583",31451,"PRESENT",-78.20776,-0.48404
"1584",30748,"PRESENT",-65.644457,-17.270903
"1585",NA,"PRESENT",-65.78688,-28.19094
"1586",NA,"PRESENT",-64.484764,-24.296734
"1587",NA,"PRESENT",-64.41896,-24.260159
"1588",NA,"PRESENT",-71.903046,-15.611385
"1589",NA,"PRESENT",-77.66881,-9.094313
"1590",NA,"PRESENT",-66.58486,-27.309593
"1591",NA,"PRESENT",-66.59267,-27.329767
"1592",NA,"PRESENT",-65.09237,-23.363459
"1593",NA,"PRESENT",-65.055595,-23.366596
"1594",NA,"PRESENT",-65.034676,-23.246086
"1595",NA,"PRESENT",-65.388275,-25.070791
"1596",NA,"PRESENT",-75.492935,4.964204
"1597",NA,"PRESENT",-64.514206,-24.206656
"1598",NA,"PRESENT",-65.98639,-25.16849
"1599",NA,"PRESENT",-65.84184,-25.197823
"1600",NA,"PRESENT",-65.611725,-25.643887
"1601",NA,"PRESENT",-66.59008,-27.275507
"1602",NA,"PRESENT",-78.31945,-0.458029
"1603",NA,"PRESENT",-71.77052,-14.012181
"1604",NA,"PRESENT",-66.598526,-27.22996
"1605",NA,"PRESENT",-64.70923,-24.753616
"1606",NA,"PRESENT",-78.305176,-0.476856
"1607",NA,"PRESENT",-75.42156,4.876782
"1608",NA,"PRESENT",-65.781166,-28.55267
"1609",NA,"PRESENT",-66.24524,-24.401585
"1610",NA,"PRESENT",-65.88883,-27.991312
"1611",NA,"PRESENT",-66.12513,-27.47934
"1612",NA,"PRESENT",-70.0756,-29.269424
"1613",NA,"PRESENT",-65.42965,-24.651049
"1614",NA,"PRESENT",-65.80791,-25.178188
"1615",NA,"PRESENT",-72.66071,-15.828661
"1616",NA,"PRESENT",-72.91409,-15.250484
"1617",NA,"PRESENT",-72.70377,-15.063002
"1618",NA,"PRESENT",-76.53015,-11.678455
"1619",NA,"PRESENT",-65.51952,-26.278137
"1620",NA,"PRESENT",-65.38996,-25.173004
"1621",NA,"PRESENT",-63.84816,-22.446726
"1622",NA,"PRESENT",-65.77661,-17.289171
"1623",NA,"PRESENT",-78.30983,-0.460824
"1624",NA,"PRESENT",-66.2902,-27.457808
"1625",NA,"PRESENT",-65.58309,-25.067926
"1626",NA,"PRESENT",-69.268135,-14.450018
"1627",NA,"PRESENT",-73.98036,-14.516582
"1628",NA,"PRESENT",-78.156456,-0.551604
"1629",NA,"PRESENT",-79.21391,-3.050638
"1630",31451,"PRESENT",-78.180223,-0.594111
"1631",31451,"PRESENT",-78.273473,-0.185501
"1632",31081,"PRESENT",-75.041924,-12.596381
"1633",NA,"PRESENT",-65.47742,-23.923439
"1634",NA,"PRESENT",-64.964905,-22.249779
"1635",NA,"PRESENT",-72.698746,7.015591
"1636",NA,"PRESENT",-65.78448,-28.657475
"1637",NA,"PRESENT",-65.72677,-24.980352
"1638",NA,"PRESENT",-64.82192,-28.13732
"1639",NA,"PRESENT",-65.4767,-23.92267
"1640",NA,"PRESENT",-75.29472,4.925
"1641",NA,"PRESENT",-69.523094,-27.729033
"1642",NA,"PRESENT",-63.608234,-18.120306
"1643",NA,"PRESENT",-75.45965,4.633179
"1644",NA,"PRESENT",-64.474754,-18.232012
"1645",NA,"PRESENT",-64.34806,-18.089499
"1646",NA,"PRESENT",-66.57677,-27.320618
"1647",NA,"PRESENT",-66.553825,-27.364304
"1648",NA,"PRESENT",-64.46694,-23.883268
"1649",NA,"PRESENT",-66.72415,-28.726053
"1650",NA,"PRESENT",-65.65952,-26.96098
"1651",NA,"PRESENT",-65.66396,-26.948294
"1652",NA,"PRESENT",-64.92625,-23.678226
"1653",NA,"PRESENT",-65.85384,-28.464403
"1654",NA,"PRESENT",-77.58342,-9.171615
"1655",NA,"PRESENT",-65.23389,-24.828718
"1656",NA,"PRESENT",-78.3572,-0.072114
"1657",NA,"PRESENT",-76.384834,-11.596216
"1658",NA,"PRESENT",-77.946915,0.799365
"1659",NA,"PRESENT",-66.3092,-17.321348
"1660",NA,"PRESENT",-66.36923,-27.489302
"1661",NA,"PRESENT",-64.95015,-23.391424
"1662",NA,"PRESENT",-64.97046,-23.37708
"1663",NA,"PRESENT",-65.01892,-23.272388
"1664",NA,"PRESENT",-65.5799,-28.004713
"1665",NA,"PRESENT",-65.06183,-23.150139
"1666",NA,"PRESENT",-65.84594,-25.186922
"1667",NA,"PRESENT",-73.74015,4.809444
"1668",NA,"PRESENT",-76.28829,-11.747656
"1669",NA,"PRESENT",-64.87194,-17.75294
"1670",NA,"PRESENT",-75.34038,5.014447
"1671",NA,"PRESENT",-75.333496,4.998445
"1672",NA,"PRESENT",-64.54371,-23.744392
"1673",NA,"PRESENT",-77.43147,-9.505535
"1674",25,"PRESENT",-78.281319,-0.433002
"1675",25,"PRESENT",-78.31221,-0.444791
"1676",25,"PRESENT",-78.306709,-0.455466
"1677",10,"PRESENT",-78.318547,-0.458679
"1678",25,"PRESENT",-78.31942,-0.458097
"1679",31438,"PRESENT",-76.52498,2.227418
"1680",31451,"PRESENT",-78.356493,-0.458137
"1681",30154,"PRESENT",-65.541626,-23.667844
