"","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","hostingOrganizationKey","basisOfRecord","occurrenceStatus","sex","lifeStage","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","iucnRedListCategory","dateIdentified","coordinateUncertaintyInMeters","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifier","facts","relations","isInCluster","datasetName","recordedBy","identifiedBy","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier.1","http...unknown.org.nick","informationWithheld","verbatimEventDate","collectionCode","gbifID","verbatimLocality","occurrenceID","taxonID","catalogNumber","institutionCode","http...unknown.org.captive","identificationID","name","eventTime","identificationRemarks","individualCount","elevation","elevationAccuracy","samplingProtocol","recordNumber","institutionID","nomenclaturalCode","samplingEffort","verbatimCoordinateSystem","county","municipality","locality","language","type","vernacularName","ownerInstitutionCode","verbatimElevation","occurrenceRemarks","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","eventID","habitat","verbatimSRS","higherClassification","projectId","datasetID","georeferencedBy","locationID","parentEventID","organismQuantity","organismQuantityType","preparations","dynamicProperties","eventRemarks","distanceFromCentroidInMeters","otherCatalogNumbers","verbatimTaxonRank","collectionID","georeferenceRemarks","institutionKey","coordinatePrecision","footprintWKT","sampleSizeUnit","sampleSizeValue","fieldNumber","previousIdentifications","locationRemarks","taxonRemarks","fieldNotes","georeferenceSources","bibliographicCitation","disposition","accessRights","waterBody","higherGeography","endDayOfYear","georeferenceVerificationStatus","startDayOfYear","georeferencedDate","collectionKey","organismID","georeferenceProtocol","flags"
"6408",6408,2451560694,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.510128,-73.770934,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.243+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,25,"2010-02-25T00:00:00",NA,"2023-01-25T09:24:37.243+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5700067935649792","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5700067935649792",NA,NA,NA,NA,2451560694,NA,"5700067935649792",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","08:50:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-02-25_08:50:00_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6409",6409,2451560423,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.458759,-73.757926,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.217+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,16,"2010-02-16T00:00:00",NA,"2023-01-25T09:24:37.217+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5700995648585728","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5700995648585728",NA,NA,NA,NA,2451560423,NA,"5700995648585728",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:30:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-02-16_10:30:00_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6410",6410,2451561080,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.500362,-73.750997,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.044+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,28,"2010-02-28T00:00:00",NA,"2023-01-25T09:24:37.044+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5709791741607936","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5709791741607936",NA,NA,NA,NA,2451561080,NA,"5709791741607936",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","08:45:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero",NA,NA,NA,NA,"2010-02-28_08:45:00_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6412",6412,2451561105,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.565511,-73.809624,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.897+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,26,"2010-02-26T00:00:00",NA,"2023-01-25T09:24:36.897+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5718587834630144","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5718587834630144",NA,NA,NA,NA,2451561105,NA,"5718587834630144",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:09:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero",NA,NA,NA,NA,"2010-02-26_09:09:00_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6413",6413,2451560635,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.46389,-73.786422,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.246+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,23,"2010-02-23T00:00:00",NA,"2023-01-25T09:24:37.246+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5727383927652352","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5727383927652352",NA,NA,NA,NA,2451560635,NA,"5727383927652352",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:00:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-02-23_10:00:00_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6414",6414,2451560562,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.576707,-73.781989,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.994+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,17,"2010-02-17T00:00:00",NA,"2023-01-25T09:24:36.994+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5734839990878208","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5734839990878208",NA,NA,NA,NA,2451560562,NA,"5734839990878208",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:05:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-02-17_10:05:00_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6415",6415,2451560540,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.462149,-73.783685,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.081+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,23,"2010-02-23T00:00:00",NA,"2023-01-25T09:24:37.081+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5735252307738624","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5735252307738624",NA,NA,NA,NA,2451560540,NA,"5735252307738624",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:56:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-02-23_09:56:00_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6416",6416,2451560442,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.452271,-73.755855,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.944+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Meta",2010,2,16,"2010-02-16T00:00:00",NA,"2023-01-25T09:24:36.944+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5736180020674560","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5736180020674560",NA,NA,NA,NA,2451560442,NA,"5736180020674560",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:30:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"El Calvario",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-02-16_10:30:00_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6417",6417,2451560736,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.503265,-73.740142,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.211+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,20,"2010-02-20T00:00:00",NA,"2023-01-25T09:24:37.211+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5744976113696768","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5744976113696768",NA,NA,NA,NA,2451560736,NA,"5744976113696768",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:00:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-02-20_09:00:00_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6418",6418,2451560480,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.457748,-73.753268,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.019+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Meta",2010,2,16,"2010-02-16T00:00:00",NA,"2023-01-25T09:24:37.019+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5750529875509248","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5750529875509248",NA,NA,NA,NA,2451560480,NA,"5750529875509248",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:40:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"El Calvario",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-02-16_10:40:00_14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6419",6419,2451560506,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.55696,-73.775235,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.988+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,17,"2010-02-17T00:00:00",NA,"2023-01-25T09:24:36.988+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5752432176922624","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5752432176922624",NA,NA,NA,NA,2451560506,NA,"5752432176922624",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:55:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Gregia",NA,NA,NA,NA,"2010-02-17_09:55:00_17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6420",6420,2451560968,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.502234,-73.755915,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.156+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,21,"2010-02-21T00:00:00",NA,"2023-01-25T09:24:37.156+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5753772206718976","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5753772206718976",NA,NA,NA,NA,2451560968,NA,"5753772206718976",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:00:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-02-21_09:00:00_12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6421",6421,2451560740,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.466185,-73.790266,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:36.916+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,23,"2010-02-23T00:00:00",NA,"2023-01-25T09:24:36.916+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5762568299741184","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5762568299741184",NA,NA,NA,NA,2451560740,NA,"5762568299741184",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","10:00:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Comedero-Puya",NA,NA,NA,NA,"2010-02-23_10:00:00_34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
"6422",6422,2451560464,"Tremarctos ornatus (F.G.Cuvier, 1825)",4.522151,-73.761955,"cdround","d35934a1-41fc-4628-a919-44d17867adeb","ab13adb9-ce23-444d-87c9-ce41f03ef2b3","5fd2d57a-44b5-4e3f-a2ee-d2b7074a89fc","CO","EML","2023-01-20T08:59:19.730+00:00","2023-01-25T09:24:37.151+00:00",151,"ab13adb9-ce23-444d-87c9-ce41f03ef2b3","HUMAN_OBSERVATION","PRESENT",NA,NA,2433401,1,44,359,732,9681,2433400,2433401,2433401,"Tremarctos ornatus (F.G.Cuvier, 1825)","Animalia","Chordata","Carnivora","Ursidae","Tremarctos","Tremarctos ornatus","Tremarctos","ornatus","SPECIES","ACCEPTED","VU",NA,NA,"SOUTH_AMERICA","Cundinamarca",2010,2,17,"2010-02-17T00:00:00",NA,"2023-01-25T09:24:37.151+00:00",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","5770024362967040","none","none",FALSE,NA,NA,NA,"WGS84","Mammalia","CO","none","none","Colombia",NA,"5770024362967040",NA,NA,NA,NA,2451560464,NA,"5770024362967040",NA,NA,"Parques Nacionales Naturales de Colombia (PNN)",NA,NA,"Tremarctos ornatus (F.G.Cuvier, 1825)","09:45:00",NA,NA,NA,NA,"Transecto con cuadrantes",NA,"830.016.024-7",NA,NA,NA,"Fómeque",NA,"Parque Natural Chingaza",NA,"Evento",NA,NA,NA,"Heces",NA,NA,NA,NA,"2010-02-17_09:45:00_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRUE"
