"","x","y","Presence","dem","temp_mean_annual","temp_mean_diurnal","prec_annual","canopy_height","pop_dens","aspect","slope","water_bodies"
"43",-1638500,4322500,1,86,26.6499996185303,6.5,2795.2333984375,19,202.568756103516,143.325653076172,0.419686526060104,0.639999985694885
"44",-1611500,4322500,1,264,25.2795658111572,6.33953714370728,2721.78930664062,16,12.114842414856,80.8593215942383,9.55827236175537,0.0480000004172325
"45",-1211500,4322500,1,109,26.7433586120605,7.19999980926514,2047.9140625,14,28.3526000976562,113.198593139648,0.0545439422130585,0.839999973773956
"46",-1209500,4322500,1,108,26.6988525390625,7.19999980926514,2051.90893554688,17,28.3526000976562,123.690071105957,0.0516457036137581,0.919999957084656
"47",-1186500,4322500,1,100,26.75,7.19999980926514,2088.56884765625,11,28.3526020050049,135,0.0101285586133599,0.791999995708466
"48",-1711500,4321500,1,418,25.1925773620605,7.16704797744751,3164.25219726562,32,25.6643581390381,123.407821655273,0.403232097625732,0.408000022172928
"49",-1594500,4321500,1,225,25.6727294921875,6.5,1865.48608398438,0,12.101128578186,83.9667434692383,3.53880977630615,0.811200022697449
"50",-1309500,4321500,1,129,26.25,7,1987.31323242188,9,28.3525981903076,123.690071105957,0.0516457036137581,0.507200002670288
"51",-1277500,4320500,1,123,26.4500007629395,7.09999990463257,1891.7900390625,5,28.3526000976562,135,0.0101285586133599,0
"52",-1218500,4320500,1,108,26.6499996185303,7.20708703994751,2039.53454589844,6,28.3526000976562,90,0.0143239442259073,0.759999990463257
"53",-1214500,4317500,1,107,26.6499996185303,7.19999980926514,2061.37524414062,9,28.3526020050049,188.130096435547,0.0506427809596062,0.759999990463257
"54",-1958500,4314500,1,659,22.8608150482178,5.57396411895752,6104.13330078125,31,18.6469898223877,232.611083984375,9.24840068817139,0.335999995470047
"55",-2049500,4313500,1,7,26.5445804595947,6.55906009674072,3110.72290039062,15,2.78295278549194,325.007965087891,0.174845486879349,2.04640007019043
"56",-1857500,4312500,1,399,25.3597660064697,7.19999980926514,3569.17578125,25,24.0564022064209,323.631744384766,5.38300752639771,1.32000005245209
"57",-1651500,4311500,1,75,26.8500003814697,6.19999980926514,2989.47192382812,10,202.568771362305,260.537689208984,0.261385649442673,1.49279999732971
"58",-851500,4310500,1,44,26.9927005767822,7.4877815246582,2355.64770507812,15,1.87629735469818,262.405364990234,0.866976320743561,1.1599999666214
"59",-1870500,4304500,1,1167,21.073802947998,7.30000019073486,3847.732421875,18,15.3822507858276,109.739631652832,14.7823257446289,1.60479998588562
"60",-1711500,4304500,1,240,26.361400604248,7.30554485321045,2999.15063476562,31,15.855598449707,134.747604370117,2.29797220230103,0.583999991416931
"61",-1692500,4304500,1,115,26.8521728515625,6.5,3471.97509765625,15,11.6590051651001,271.218872070312,0.336685001850128,0.472000002861023
"62",-1704500,4303500,1,136,26.9918460845947,7,3206.54418945312,24,15.0918750762939,144.697387695312,3.24355125427246,0.875199973583221
"63",-1869500,4302500,1,885,23.4321784973145,7.38327264785767,3293.13818359375,14,15.382251739502,108.018028259277,15.7738151550293,1.79199993610382
"64",-1598500,4297500,1,1082,21.0040035247803,6.69999980926514,3454.62060546875,31,39.2063674926758,303.900756835938,8.04910087585449,0
"65",-1599500,4296500,1,1313,20.4477291107178,6.69999980926514,3668.70751953125,22,39.2063674926758,352.509490966797,11.8067474365234,0
"66",-1598500,4296500,1,1215,20.5353031158447,6.70565414428711,3549.39599609375,21,39.2063674926758,345.972778320312,10.8884763717651,0
"67",-1710500,4293500,1,145,27.1137943267822,7.41021585464478,3220.09716796875,9,11.6590042114258,37.8749847412109,0.163317650556564,0
"68",-1692500,4293500,1,107,26.8500003814697,6.50212574005127,3756.80126953125,15,11.6590051651001,131.42366027832,0.324742823839188,0.139200001955032
"69",-1598500,4293500,1,1481,19.3554935455322,6.78454065322876,3788.39794921875,26,39.2063636779785,239.605209350586,15.216869354248,0
"70",-1165500,4292500,1,96,26.75,7.19999980926514,2178.22094726562,23,0.684693872928619,299.744873046875,0.115483179688454,0.944000005722046
"71",-1599500,4288500,1,1772,18.1792488098145,6.81392431259155,4162.05810546875,35,33.3735656738281,258.283599853516,8.64520263671875,0
"72",-1709500,4287500,1,137,27.2250480651855,7.38378143310547,3542.29052734375,21,11.6590042114258,125.83765411377,1.27196371555328,0.0480000004172325
"73",-1599500,4287500,1,1543,18.1360111236572,6.84605264663696,4170.40283203125,25,33.1714248657227,233.25944519043,10.6625719070435,0
"74",-1951500,4286500,1,398,25.0232906341553,5.08567142486572,4172.3681640625,22,16.7753601074219,215.922943115234,3.462646484375,1.32159996032715
"75",-1902500,4286500,1,2480,12.8572998046875,7.42141723632812,3746.603515625,27,33.3260650634766,67.7578125,12.4218673706055,0.0399999991059303
"76",-1599500,4286500,1,1415,18.7877197265625,6.8490424156189,4163.91015625,24,33.1714210510254,261.768280029297,6.82059192657471,0
"77",-1870500,4283500,1,2299,15.2727298736572,7.8709831237793,4535.013671875,21,47.4318351745605,125.09716796875,6.68350124359131,0.0351999998092651
"78",-1704500,4282500,1,97,27.275218963623,7.11376667022705,3715.51220703125,18,11.6590051651001,205.346176147461,0.150571495294571,0.376000016927719
"79",-1692500,4281500,1,94,26.9704093933105,6.63958072662354,3848.89892578125,14,11.6590051651001,210.068588256836,0.157237112522125,1.45439994335175
"80",-1684500,4279500,1,93,26.9500007629395,6.69999980926514,3703.34448242188,19,20.175853729248,35.5376777648926,0.123219043016434,2.33439993858337
"81",-1683500,4279500,1,94,26.9500007629395,6.70400476455688,3666.57543945312,22,20.175853729248,23.9624881744385,0.14107421040535,2.41600012779236
"82",-1704500,4278500,1,107,27.2877922058105,7.1706976890564,3726.69384765625,17,11.6590051651001,78.690071105957,0.51125293970108,0.804799973964691
"83",-1684500,4278500,1,94,26.9500007629395,6.70385599136353,3712.36962890625,20,20.1758518218994,304.380340576172,0.164880529046059,2.25920009613037
"84",-1698500,4277500,1,105,27.0984859466553,6.8713812828064,3906.23046875,17,11.6590042114258,270,0.0572957620024681,1.44000005722046
